CustomerID	AccountNumber	CustomerType	OrderCount
13893	AW00013893	I	1
13894	AW00013894	I	2
13895	AW00013895	I	2
13896	AW00013896	I	2
13897	AW00013897	I	2
13898	AW00013898	I	2
13899	AW00013899	I	1
13900	AW00013900	I	1
13901	AW00013901	I	1
13902	AW00013902	I	1
13903	AW00013903	I	2
13904	AW00013904	I	2
13905	AW00013905	I	2
13906	AW00013906	I	2
13907	AW00013907	I	2
13908	AW00013908	I	2
13909	AW00013909	I	2
13910	AW00013910	I	2
13911	AW00013911	I	2
13912	AW00013912	I	2
13913	AW00013913	I	1
13914	AW00013914	I	1
13915	AW00013915	I	2
13916	AW00013916	I	1
13917	AW00013917	I	2
13918	AW00013918	I	1
13919	AW00013919	I	1
13920	AW00013920	I	4
13921	AW00013921	I	1
13922	AW00013922	I	1
13923	AW00013923	I	1
13924	AW00013924	I	1
13925	AW00013925	I	2
13926	AW00013926	I	1
13927	AW00013927	I	2
13928	AW00013928	I	1
13929	AW00013929	I	1
13930	AW00013930	I	1
13931	AW00013931	I	1
13932	AW00013932	I	1
13933	AW00013933	I	1
13934	AW00013934	I	1
13935	AW00013935	I	1
13936	AW00013936	I	3
13937	AW00013937	I	1
13938	AW00013938	I	2
13939	AW00013939	I	2
13940	AW00013940	I	1
13941	AW00013941	I	4
13942	AW00013942	I	1
13943	AW00013943	I	1
13944	AW00013944	I	4
13945	AW00013945	I	1
13946	AW00013946	I	1
13947	AW00013947	I	2
13948	AW00013948	I	2
13949	AW00013949	I	2
13950	AW00013950	I	1
13951	AW00013951	I	1
13952	AW00013952	I	2
13953	AW00013953	I	3
13954	AW00013954	I	3
13955	AW00013955	I	3
13956	AW00013956	I	2
13957	AW00013957	I	3
13958	AW00013958	I	3
13959	AW00013959	I	3
13960	AW00013960	I	3
13961	AW00013961	I	2
13962	AW00013962	I	2
13963	AW00013963	I	2
13964	AW00013964	I	3
13965	AW00013965	I	3
13966	AW00013966	I	3
13967	AW00013967	I	3
13968	AW00013968	I	3
13969	AW00013969	I	2
13970	AW00013970	I	3
13971	AW00013971	I	3
13972	AW00013972	I	2
13973	AW00013973	I	3
13974	AW00013974	I	3
13975	AW00013975	I	3
13976	AW00013976	I	2
13977	AW00013977	I	2
13978	AW00013978	I	2
13979	AW00013979	I	2
13980	AW00013980	I	1
13981	AW00013981	I	2
13982	AW00013982	I	2
13983	AW00013983	I	2
13984	AW00013984	I	2
13985	AW00013985	I	1
13986	AW00013986	I	2
13987	AW00013987	I	1
13988	AW00013988	I	4
13989	AW00013989	I	1
13990	AW00013990	I	2
13991	AW00013991	I	1
13992	AW00013992	I	2
13993	AW00013993	I	2
13994	AW00013994	I	2
13995	AW00013995	I	2
13996	AW00013996	I	2
13997	AW00013997	I	2
13998	AW00013998	I	2
13999	AW00013999	I	2
14000	AW00014000	I	1
14001	AW00014001	I	1
14002	AW00014002	I	1
14003	AW00014003	I	2
14004	AW00014004	I	1
14005	AW00014005	I	2
14006	AW00014006	I	2
14007	AW00014007	I	2
14008	AW00014008	I	2
14009	AW00014009	I	2
14010	AW00014010	I	2
14011	AW00014011	I	2
14012	AW00014012	I	3
14013	AW00014013	I	2
14014	AW00014014	I	2
14015	AW00014015	I	2
14016	AW00014016	I	2
14017	AW00014017	I	2
14018	AW00014018	I	2
14019	AW00014019	I	2
14020	AW00014020	I	3
14021	AW00014021	I	1
14022	AW00014022	I	2
14023	AW00014023	I	2
14024	AW00014024	I	2
14025	AW00014025	I	2
14026	AW00014026	I	2
14027	AW00014027	I	1
14028	AW00014028	I	1
14029	AW00014029	I	1
14030	AW00014030	I	3
14031	AW00014031	I	3
14032	AW00014032	I	3
14033	AW00014033	I	3
14034	AW00014034	I	2
14035	AW00014035	I	1
14036	AW00014036	I	2
14037	AW00014037	I	2
14038	AW00014038	I	3
14039	AW00014039	I	3
14040	AW00014040	I	1
14041	AW00014041	I	2
14042	AW00014042	I	1
14043	AW00014043	I	1
14044	AW00014044	I	2
14045	AW00014045	I	3
14046	AW00014046	I	3
14047	AW00014047	I	3
14048	AW00014048	I	3
14049	AW00014049	I	3
14050	AW00014050	I	3
14051	AW00014051	I	3
14052	AW00014052	I	2
14053	AW00014053	I	2
14054	AW00014054	I	3
14055	AW00014055	I	3
14056	AW00014056	I	3
14057	AW00014057	I	2
14058	AW00014058	I	3
14059	AW00014059	I	2
14060	AW00014060	I	2
14061	AW00014061	I	2
14062	AW00014062	I	3
14063	AW00014063	I	3
14064	AW00014064	I	3
14065	AW00014065	I	3
14066	AW00014066	I	3
14067	AW00014067	I	2
14068	AW00014068	I	2
14069	AW00014069	I	2
14070	AW00014070	I	3
14071	AW00014071	I	3
14072	AW00014072	I	2
14073	AW00014073	I	2
14074	AW00014074	I	2
14075	AW00014075	I	1
14076	AW00014076	I	1
14077	AW00014077	I	4
14078	AW00014078	I	1
14079	AW00014079	I	4
14080	AW00014080	I	2
14081	AW00014081	I	2
14082	AW00014082	I	1
14083	AW00014083	I	2
14084	AW00014084	I	4
14085	AW00014085	I	1
14086	AW00014086	I	2
14087	AW00014087	I	3
14088	AW00014088	I	2
14089	AW00014089	I	2
14090	AW00014090	I	1
14091	AW00014091	I	5
14092	AW00014092	I	1
14093	AW00014093	I	1
14094	AW00014094	I	1
14095	AW00014095	I	2
14096	AW00014096	I	5
14097	AW00014097	I	1
14098	AW00014098	I	2
14099	AW00014099	I	3
14100	AW00014100	I	3
14101	AW00014101	I	3
14102	AW00014102	I	3
14103	AW00014103	I	3
14104	AW00014104	I	2
14105	AW00014105	I	2
14106	AW00014106	I	2
14107	AW00014107	I	1
14108	AW00014108	I	1
14109	AW00014109	I	2
14110	AW00014110	I	1
14111	AW00014111	I	1
14112	AW00014112	I	2
14113	AW00014113	I	1
14114	AW00014114	I	1
14115	AW00014115	I	2
14116	AW00014116	I	2
14117	AW00014117	I	2
14118	AW00014118	I	2
14119	AW00014119	I	3
14120	AW00014120	I	2
14121	AW00014121	I	2
14122	AW00014122	I	1
14123	AW00014123	I	2
14124	AW00014124	I	2
14125	AW00014125	I	2
14126	AW00014126	I	2
14127	AW00014127	I	2
14128	AW00014128	I	2
14129	AW00014129	I	2
14130	AW00014130	I	2
14131	AW00014131	I	2
14132	AW00014132	I	2
14133	AW00014133	I	2
14134	AW00014134	I	2
14135	AW00014135	I	1
14136	AW00014136	I	1
14137	AW00014137	I	2
14138	AW00014138	I	2
14139	AW00014139	I	2
14140	AW00014140	I	2
14141	AW00014141	I	2
14142	AW00014142	I	1
14143	AW00014143	I	2
14144	AW00014144	I	1
14145	AW00014145	I	1
14146	AW00014146	I	3
14147	AW00014147	I	2
14148	AW00014148	I	2
14149	AW00014149	I	2
14150	AW00014150	I	3
14151	AW00014151	I	1
14152	AW00014152	I	1
14153	AW00014153	I	1
14154	AW00014154	I	2
14155	AW00014155	I	2
14156	AW00014156	I	2
14157	AW00014157	I	3
14158	AW00014158	I	2
14159	AW00014159	I	2
14160	AW00014160	I	3
14161	AW00014161	I	3
14162	AW00014162	I	3
14163	AW00014163	I	3
14164	AW00014164	I	3
14165	AW00014165	I	2
14166	AW00014166	I	1
14167	AW00014167	I	2
14168	AW00014168	I	1
14169	AW00014169	I	2
14170	AW00014170	I	2
14171	AW00014171	I	3
14172	AW00014172	I	2
14173	AW00014173	I	1
14174	AW00014174	I	1
14175	AW00014175	I	2
14176	AW00014176	I	1
14177	AW00014177	I	1
14178	AW00014178	I	1
14179	AW00014179	I	1
14180	AW00014180	I	1
14181	AW00014181	I	3
14182	AW00014182	I	1
14183	AW00014183	I	3
14184	AW00014184	I	2
14185	AW00014185	I	4
14186	AW00014186	I	4
14187	AW00014187	I	1
14188	AW00014188	I	1
14189	AW00014189	I	3
14190	AW00014190	I	1
14191	AW00014191	I	3
14192	AW00014192	I	4
14193	AW00014193	I	1
14194	AW00014194	I	2
14195	AW00014195	I	3
14196	AW00014196	I	2
14197	AW00014197	I	1
14198	AW00014198	I	3
14199	AW00014199	I	2
14200	AW00014200	I	4
14201	AW00014201	I	1
14202	AW00014202	I	1
14203	AW00014203	I	3
14204	AW00014204	I	1
14205	AW00014205	I	1
14206	AW00014206	I	1
14207	AW00014207	I	3
14208	AW00014208	I	2
14209	AW00014209	I	3
14210	AW00014210	I	3
14211	AW00014211	I	3
14212	AW00014212	I	2
14213	AW00014213	I	2
14214	AW00014214	I	3
14215	AW00014215	I	3
14216	AW00014216	I	3
14217	AW00014217	I	2
14218	AW00014218	I	3
14219	AW00014219	I	3
14220	AW00014220	I	3
14221	AW00014221	I	2
14222	AW00014222	I	2
14223	AW00014223	I	2
14224	AW00014224	I	3
14225	AW00014225	I	3
14226	AW00014226	I	3
14227	AW00014227	I	2
14228	AW00014228	I	2
14229	AW00014229	I	2
14230	AW00014230	I	3
14231	AW00014231	I	2
14232	AW00014232	I	2
14233	AW00014233	I	2
14234	AW00014234	I	3
14235	AW00014235	I	3
14236	AW00014236	I	3
14237	AW00014237	I	2
14238	AW00014238	I	3
14239	AW00014239	I	2
14240	AW00014240	I	2
14241	AW00014241	I	1
14242	AW00014242	I	2
14243	AW00014243	I	1
14244	AW00014244	I	3
14245	AW00014245	I	1
14246	AW00014246	I	1
14247	AW00014247	I	1
14248	AW00014248	I	1
14249	AW00014249	I	1
14250	AW00014250	I	1
14251	AW00014251	I	1
14252	AW00014252	I	1
14253	AW00014253	I	2
14254	AW00014254	I	1
14255	AW00014255	I	2
14256	AW00014256	I	2
14257	AW00014257	I	1
14258	AW00014258	I	1
14259	AW00014259	I	3
14260	AW00014260	I	3
14261	AW00014261	I	3
14262	AW00014262	I	3
14263	AW00014263	I	3
14264	AW00014264	I	3
14265	AW00014265	I	5
14266	AW00014266	I	1
14267	AW00014267	I	2
14268	AW00014268	I	2
14269	AW00014269	I	1
14270	AW00014270	I	2
14271	AW00014271	I	1
14272	AW00014272	I	2
14273	AW00014273	I	1
14274	AW00014274	I	3
14275	AW00014275	I	3
14276	AW00014276	I	3
14277	AW00014277	I	3
14278	AW00014278	I	2
14279	AW00014279	I	3
14280	AW00014280	I	1
14281	AW00014281	I	2
14282	AW00014282	I	5
14283	AW00014283	I	2
14284	AW00014284	I	2
14285	AW00014285	I	2
14286	AW00014286	I	3
14287	AW00014287	I	3
14288	AW00014288	I	2
14289	AW00014289	I	2
14290	AW00014290	I	2
14291	AW00014291	I	3
14292	AW00014292	I	2
14293	AW00014293	I	1
14294	AW00014294	I	1
14295	AW00014295	I	1
14296	AW00014296	I	1
14297	AW00014297	I	2
14298	AW00014298	I	2
14299	AW00014299	I	3
14300	AW00014300	I	3
14301	AW00014301	I	3
14302	AW00014302	I	3
14303	AW00014303	I	3
14304	AW00014304	I	3
14305	AW00014305	I	3
14306	AW00014306	I	3
14307	AW00014307	I	3
14308	AW00014308	I	3
14309	AW00014309	I	2
14310	AW00014310	I	3
14311	AW00014311	I	2
14312	AW00014312	I	3
14313	AW00014313	I	3
14314	AW00014314	I	2
14315	AW00014315	I	2
14316	AW00014316	I	3
14317	AW00014317	I	2
14318	AW00014318	I	2
14319	AW00014319	I	2
14320	AW00014320	I	2
14321	AW00014321	I	2
14322	AW00014322	I	3
14323	AW00014323	I	3
14324	AW00014324	I	3
14325	AW00014325	I	3
14326	AW00014326	I	3
14327	AW00014327	I	1
14328	AW00014328	I	5
14329	AW00014329	I	1
14330	AW00014330	I	1
14331	AW00014331	I	1
14332	AW00014332	I	4
14333	AW00014333	I	1
14334	AW00014334	I	2
14335	AW00014335	I	2
14336	AW00014336	I	2
14337	AW00014337	I	2
14338	AW00014338	I	1
14339	AW00014339	I	1
14340	AW00014340	I	1
14341	AW00014341	I	4
14342	AW00014342	I	2
14343	AW00014343	I	2
14344	AW00014344	I	2
14345	AW00014345	I	3
14346	AW00014346	I	3
14347	AW00014347	I	2
14348	AW00014348	I	2
14349	AW00014349	I	1
14350	AW00014350	I	1
14351	AW00014351	I	1
14352	AW00014352	I	1
14353	AW00014353	I	3
14354	AW00014354	I	2
14355	AW00014355	I	2
14356	AW00014356	I	2
14357	AW00014357	I	2
14358	AW00014358	I	1
14359	AW00014359	I	3
14360	AW00014360	I	1
14361	AW00014361	I	1
14362	AW00014362	I	2
14363	AW00014363	I	3
14364	AW00014364	I	2
14365	AW00014365	I	2
14366	AW00014366	I	2
14367	AW00014367	I	2
14368	AW00014368	I	1
14369	AW00014369	I	1
14370	AW00014370	I	3
14371	AW00014371	I	3
14372	AW00014372	I	1
14373	AW00014373	I	1
14374	AW00014374	I	2
14375	AW00014375	I	1
14376	AW00014376	I	1
14377	AW00014377	I	2
14378	AW00014378	I	2
14379	AW00014379	I	2
14380	AW00014380	I	2
14381	AW00014381	I	2
14382	AW00014382	I	2
14383	AW00014383	I	1
14384	AW00014384	I	1
14385	AW00014385	I	2
14386	AW00014386	I	2
14387	AW00014387	I	1
14388	AW00014388	I	1
14389	AW00014389	I	1
14390	AW00014390	I	1
14391	AW00014391	I	1
14392	AW00014392	I	2
14393	AW00014393	I	1
14394	AW00014394	I	2
14395	AW00014395	I	1
14396	AW00014396	I	1
14397	AW00014397	I	1
14398	AW00014398	I	2
14399	AW00014399	I	1
14400	AW00014400	I	2
14401	AW00014401	I	1
14402	AW00014402	I	1
14403	AW00014403	I	1
14404	AW00014404	I	1
14405	AW00014405	I	1
14406	AW00014406	I	2
14407	AW00014407	I	1
14408	AW00014408	I	1
14409	AW00014409	I	1
14410	AW00014410	I	1
14411	AW00014411	I	2
14412	AW00014412	I	2
14413	AW00014413	I	2
14414	AW00014414	I	2
14415	AW00014415	I	2
14416	AW00014416	I	1
14417	AW00014417	I	2
14418	AW00014418	I	2
14419	AW00014419	I	2
14420	AW00014420	I	2
14421	AW00014421	I	2
14422	AW00014422	I	1
14423	AW00014423	I	2
14424	AW00014424	I	3
14425	AW00014425	I	3
14426	AW00014426	I	3
14427	AW00014427	I	3
14428	AW00014428	I	3
14429	AW00014429	I	3
14430	AW00014430	I	1
14431	AW00014431	I	1
14432	AW00014432	I	1
14433	AW00014433	I	2
14434	AW00014434	I	2
14435	AW00014435	I	1
14436	AW00014436	I	2
14437	AW00014437	I	1
14438	AW00014438	I	2
14439	AW00014439	I	2
14440	AW00014440	I	2
14441	AW00014441	I	1
14442	AW00014442	I	2
14443	AW00014443	I	1
14444	AW00014444	I	1
14445	AW00014445	I	1
14446	AW00014446	I	3
14447	AW00014447	I	2
14448	AW00014448	I	2
14449	AW00014449	I	2
14450	AW00014450	I	1
14451	AW00014451	I	2
14452	AW00014452	I	2
14453	AW00014453	I	2
14454	AW00014454	I	1
14455	AW00014455	I	3
14456	AW00014456	I	2
14457	AW00014457	I	2
14458	AW00014458	I	3
14459	AW00014459	I	2
14460	AW00014460	I	1
14461	AW00014461	I	2
14462	AW00014462	I	1
14463	AW00014463	I	1
14464	AW00014464	I	2
14465	AW00014465	I	1
14466	AW00014466	I	1
14467	AW00014467	I	1
14468	AW00014468	I	1
14469	AW00014469	I	1
14470	AW00014470	I	2
14471	AW00014471	I	2
14472	AW00014472	I	2
14473	AW00014473	I	2
14474	AW00014474	I	1
14475	AW00014475	I	1
14476	AW00014476	I	1
14477	AW00014477	I	2
14478	AW00014478	I	2
14479	AW00014479	I	1
14480	AW00014480	I	3
14481	AW00014481	I	2
14482	AW00014482	I	1
14483	AW00014483	I	1
14484	AW00014484	I	2
14485	AW00014485	I	2
14486	AW00014486	I	2
14487	AW00014487	I	1
14488	AW00014488	I	1
14489	AW00014489	I	1
14490	AW00014490	I	1
14491	AW00014491	I	1
14492	AW00014492	I	1
14493	AW00014493	I	1
14494	AW00014494	I	2
14495	AW00014495	I	2
14496	AW00014496	I	1
14497	AW00014497	I	1
14498	AW00014498	I	2
14499	AW00014499	I	1
14500	AW00014500	I	1
14501	AW00014501	I	2
14502	AW00014502	I	3
14503	AW00014503	I	1
14504	AW00014504	I	3
14505	AW00014505	I	1
14506	AW00014506	I	1
14507	AW00014507	I	1
14508	AW00014508	I	1
14509	AW00014509	I	1
14510	AW00014510	I	2
14511	AW00014511	I	1
14512	AW00014512	I	1
14513	AW00014513	I	1
14514	AW00014514	I	1
14515	AW00014515	I	1
14516	AW00014516	I	2
14517	AW00014517	I	2
14518	AW00014518	I	2
14519	AW00014519	I	1
14520	AW00014520	I	2
14521	AW00014521	I	2
14522	AW00014522	I	2
14523	AW00014523	I	2
14524	AW00014524	I	2
14525	AW00014525	I	3
14526	AW00014526	I	1
14527	AW00014527	I	1
14528	AW00014528	I	1
14529	AW00014529	I	2
14530	AW00014530	I	2
14531	AW00014531	I	2
14532	AW00014532	I	1
14533	AW00014533	I	2
14534	AW00014534	I	1
14535	AW00014535	I	2
14536	AW00014536	I	1
14537	AW00014537	I	1
14538	AW00014538	I	2
14539	AW00014539	I	2
14540	AW00014540	I	2
14541	AW00014541	I	2
14542	AW00014542	I	2
14543	AW00014543	I	1
14544	AW00014544	I	1
14545	AW00014545	I	2
14546	AW00014546	I	2
14547	AW00014547	I	2
14548	AW00014548	I	1
14549	AW00014549	I	1
14550	AW00014550	I	1
14551	AW00014551	I	1
14552	AW00014552	I	2
14553	AW00014553	I	2
14554	AW00014554	I	2
14555	AW00014555	I	2
14556	AW00014556	I	1
14557	AW00014557	I	2
14558	AW00014558	I	2
14559	AW00014559	I	2
14560	AW00014560	I	2
14561	AW00014561	I	3
14562	AW00014562	I	1
14563	AW00014563	I	1
14564	AW00014564	I	1
14565	AW00014565	I	2
14566	AW00014566	I	3
14567	AW00014567	I	3
14568	AW00014568	I	1
14569	AW00014569	I	1
14570	AW00014570	I	1
14571	AW00014571	I	1
14572	AW00014572	I	2
14573	AW00014573	I	1
14574	AW00014574	I	3
14575	AW00014575	I	1
14576	AW00014576	I	2
14577	AW00014577	I	2
14578	AW00014578	I	1
14579	AW00014579	I	1
14580	AW00014580	I	2
14581	AW00014581	I	2
14582	AW00014582	I	3
14583	AW00014583	I	1
14584	AW00014584	I	2
14585	AW00014585	I	2
14586	AW00014586	I	3
14587	AW00014587	I	1
14588	AW00014588	I	1
14589	AW00014589	I	2
14590	AW00014590	I	2
14591	AW00014591	I	2
14592	AW00014592	I	1
14593	AW00014593	I	1
14594	AW00014594	I	1
14595	AW00014595	I	1
14596	AW00014596	I	2
14597	AW00014597	I	2
14598	AW00014598	I	2
14599	AW00014599	I	2
14600	AW00014600	I	1
14601	AW00014601	I	2
14602	AW00014602	I	2
14603	AW00014603	I	2
14604	AW00014604	I	3
14605	AW00014605	I	2
14606	AW00014606	I	2
14607	AW00014607	I	1
14608	AW00014608	I	1
14609	AW00014609	I	1
14610	AW00014610	I	2
14611	AW00014611	I	3
14612	AW00014612	I	1
14613	AW00014613	I	2
14614	AW00014614	I	2
14615	AW00014615	I	1
14616	AW00014616	I	2
14617	AW00014617	I	2
14618	AW00014618	I	1
14619	AW00014619	I	1
14620	AW00014620	I	1
14621	AW00014621	I	1
14622	AW00014622	I	1
14623	AW00014623	I	1
14624	AW00014624	I	1
14625	AW00014625	I	1
14626	AW00014626	I	3
14627	AW00014627	I	1
14628	AW00014628	I	1
14629	AW00014629	I	1
14630	AW00014630	I	1
14631	AW00014631	I	1
14632	AW00014632	I	3
14633	AW00014633	I	3
14634	AW00014634	I	2
14635	AW00014635	I	1
14636	AW00014636	I	2
14637	AW00014637	I	1
14638	AW00014638	I	1
14639	AW00014639	I	2
14640	AW00014640	I	1
14641	AW00014641	I	3
14642	AW00014642	I	1
14643	AW00014643	I	2
14644	AW00014644	I	1
14645	AW00014645	I	2
14646	AW00014646	I	2
14647	AW00014647	I	2
14648	AW00014648	I	2
14649	AW00014649	I	2
14650	AW00014650	I	2
14651	AW00014651	I	2
14652	AW00014652	I	2
14653	AW00014653	I	2
14654	AW00014654	I	1
14655	AW00014655	I	3
14656	AW00014656	I	2
14657	AW00014657	I	2
14658	AW00014658	I	3
14659	AW00014659	I	1
14660	AW00014660	I	2
14661	AW00014661	I	3
14662	AW00014662	I	2
14663	AW00014663	I	1
14664	AW00014664	I	2
14665	AW00014665	I	2
14666	AW00014666	I	3
14667	AW00014667	I	3
14668	AW00014668	I	3
14669	AW00014669	I	2
14670	AW00014670	I	2
14671	AW00014671	I	2
14672	AW00014672	I	3
14673	AW00014673	I	3
14674	AW00014674	I	2
14675	AW00014675	I	2
14676	AW00014676	I	3
14677	AW00014677	I	2
14678	AW00014678	I	2
14679	AW00014679	I	2
14680	AW00014680	I	2
14681	AW00014681	I	3
14682	AW00014682	I	2
14683	AW00014683	I	3
14684	AW00014684	I	3
14685	AW00014685	I	3
14686	AW00014686	I	3
14687	AW00014687	I	1
14688	AW00014688	I	1
14689	AW00014689	I	1
14690	AW00014690	I	1
14691	AW00014691	I	1
14692	AW00014692	I	2
14693	AW00014693	I	1
14694	AW00014694	I	2
14695	AW00014695	I	1
14696	AW00014696	I	1
14697	AW00014697	I	3
14698	AW00014698	I	1
14699	AW00014699	I	1
14700	AW00014700	I	2
14701	AW00014701	I	2
14702	AW00014702	I	3
14703	AW00014703	I	1
14704	AW00014704	I	1
14705	AW00014705	I	2
14706	AW00014706	I	1
14707	AW00014707	I	1
14708	AW00014708	I	2
14709	AW00014709	I	2
14710	AW00014710	I	1
14711	AW00014711	I	1
14712	AW00014712	I	3
14713	AW00014713	I	3
14714	AW00014714	I	3
14715	AW00014715	I	1
14716	AW00014716	I	3
14717	AW00014717	I	2
14718	AW00014718	I	1
14719	AW00014719	I	3
14720	AW00014720	I	2
14721	AW00014721	I	1
14722	AW00014722	I	2
14723	AW00014723	I	3
14724	AW00014724	I	3
14725	AW00014725	I	3
14726	AW00014726	I	2
14727	AW00014727	I	2
14728	AW00014728	I	2
14729	AW00014729	I	1
14730	AW00014730	I	2
14731	AW00014731	I	2
14732	AW00014732	I	2
14733	AW00014733	I	2
14734	AW00014734	I	2
14735	AW00014735	I	2
14736	AW00014736	I	1
14737	AW00014737	I	2
14738	AW00014738	I	2
14739	AW00014739	I	2
14740	AW00014740	I	2
14741	AW00014741	I	2
14742	AW00014742	I	1
14743	AW00014743	I	1
14744	AW00014744	I	2
14745	AW00014745	I	1
14746	AW00014746	I	2
14747	AW00014747	I	2
14748	AW00014748	I	1
14749	AW00014749	I	1
14750	AW00014750	I	2
14751	AW00014751	I	1
14752	AW00014752	I	2
14753	AW00014753	I	2
14754	AW00014754	I	2
14755	AW00014755	I	2
14756	AW00014756	I	2
14757	AW00014757	I	2
14758	AW00014758	I	1
14759	AW00014759	I	1
14760	AW00014760	I	3
14761	AW00014761	I	1
14762	AW00014762	I	1
14763	AW00014763	I	1
14764	AW00014764	I	1
14765	AW00014765	I	3
14766	AW00014766	I	1
14767	AW00014767	I	1
14768	AW00014768	I	1
14769	AW00014769	I	2
14770	AW00014770	I	3
14771	AW00014771	I	3
14772	AW00014772	I	2
14773	AW00014773	I	3
14774	AW00014774	I	3
14775	AW00014775	I	3
14776	AW00014776	I	2
14777	AW00014777	I	2
14778	AW00014778	I	3
14779	AW00014779	I	2
14780	AW00014780	I	1
14781	AW00014781	I	1
14782	AW00014782	I	1
14783	AW00014783	I	2
14784	AW00014784	I	2
14785	AW00014785	I	1
14786	AW00014786	I	1
14787	AW00014787	I	2
14788	AW00014788	I	1
14789	AW00014789	I	2
14790	AW00014790	I	3
14791	AW00014791	I	3
14792	AW00014792	I	2
14793	AW00014793	I	2
14794	AW00014794	I	2
14795	AW00014795	I	2
14796	AW00014796	I	2
14797	AW00014797	I	2
14798	AW00014798	I	2
14799	AW00014799	I	2
14800	AW00014800	I	2
14801	AW00014801	I	2
14802	AW00014802	I	2
14803	AW00014803	I	2
14804	AW00014804	I	2
14805	AW00014805	I	1
14806	AW00014806	I	2
14807	AW00014807	I	1
14808	AW00014808	I	2
14809	AW00014809	I	2
14810	AW00014810	I	1
14811	AW00014811	I	1
14812	AW00014812	I	1
14813	AW00014813	I	2
14814	AW00014814	I	2
14815	AW00014815	I	1
14816	AW00014816	I	1
14817	AW00014817	I	1
14818	AW00014818	I	2
14819	AW00014819	I	2
14820	AW00014820	I	1
14821	AW00014821	I	1
14822	AW00014822	I	2
14823	AW00014823	I	2
14824	AW00014824	I	2
14825	AW00014825	I	1
14826	AW00014826	I	1
14827	AW00014827	I	2
14828	AW00014828	I	1
14829	AW00014829	I	1
14830	AW00014830	I	3
14831	AW00014831	I	2
14832	AW00014832	I	2
14833	AW00014833	I	3
14834	AW00014834	I	2
14835	AW00014835	I	1
14836	AW00014836	I	2
14837	AW00014837	I	1
14838	AW00014838	I	2
14839	AW00014839	I	2
14840	AW00014840	I	2
14841	AW00014841	I	1
14842	AW00014842	I	1
14843	AW00014843	I	3
14844	AW00014844	I	1
14845	AW00014845	I	1
14846	AW00014846	I	3
14847	AW00014847	I	3
14848	AW00014848	I	2
14849	AW00014849	I	1
14850	AW00014850	I	1
14851	AW00014851	I	2
14852	AW00014852	I	2
14853	AW00014853	I	2
14854	AW00014854	I	2
14855	AW00014855	I	2
14856	AW00014856	I	1
14857	AW00014857	I	2
14858	AW00014858	I	2
14859	AW00014859	I	2
14860	AW00014860	I	2
14861	AW00014861	I	2
14862	AW00014862	I	1
14863	AW00014863	I	1
14864	AW00014864	I	1
14865	AW00014865	I	1
14866	AW00014866	I	1
14867	AW00014867	I	1
14868	AW00014868	I	2
14869	AW00014869	I	1
14870	AW00014870	I	1
14871	AW00014871	I	1
14872	AW00014872	I	1
14873	AW00014873	I	1
14874	AW00014874	I	1
14875	AW00014875	I	1
14876	AW00014876	I	1
14877	AW00014877	I	1
14878	AW00014878	I	1
14879	AW00014879	I	2
14880	AW00014880	I	2
14881	AW00014881	I	2
14882	AW00014882	I	2
14883	AW00014883	I	2
14884	AW00014884	I	2
14885	AW00014885	I	1
14886	AW00014886	I	1
14887	AW00014887	I	1
14888	AW00014888	I	2
14889	AW00014889	I	1
14890	AW00014890	I	1
14891	AW00014891	I	2
14892	AW00014892	I	2
14893	AW00014893	I	1
14894	AW00014894	I	2
14895	AW00014895	I	2
14896	AW00014896	I	2
14897	AW00014897	I	3
14898	AW00014898	I	1
14899	AW00014899	I	1
14900	AW00014900	I	1
14901	AW00014901	I	1
14902	AW00014902	I	2
14903	AW00014903	I	1
14904	AW00014904	I	3
14905	AW00014905	I	1
14906	AW00014906	I	3
14907	AW00014907	I	1
14908	AW00014908	I	1
14909	AW00014909	I	1
14910	AW00014910	I	1
14911	AW00014911	I	1
14912	AW00014912	I	2
14913	AW00014913	I	2
14914	AW00014914	I	2
14915	AW00014915	I	2
14916	AW00014916	I	1
14917	AW00014917	I	1
14918	AW00014918	I	1
14919	AW00014919	I	1
14920	AW00014920	I	1
14921	AW00014921	I	1
14922	AW00014922	I	1
14923	AW00014923	I	1
14924	AW00014924	I	1
14925	AW00014925	I	2
14926	AW00014926	I	2
14927	AW00014927	I	2
14928	AW00014928	I	3
14929	AW00014929	I	3
14930	AW00014930	I	2
14931	AW00014931	I	3
14932	AW00014932	I	1
14933	AW00014933	I	1
14934	AW00014934	I	2
14935	AW00014935	I	1
14936	AW00014936	I	1
14937	AW00014937	I	3
14938	AW00014938	I	2
14939	AW00014939	I	3
14940	AW00014940	I	3
14941	AW00014941	I	3
14942	AW00014942	I	1
14943	AW00014943	I	1
14944	AW00014944	I	2
14945	AW00014945	I	2
14946	AW00014946	I	2
14947	AW00014947	I	3
14948	AW00014948	I	2
14949	AW00014949	I	3
14950	AW00014950	I	3
14951	AW00014951	I	2
14952	AW00014952	I	2
14953	AW00014953	I	2
14954	AW00014954	I	1
14955	AW00014955	I	2
14956	AW00014956	I	2
14957	AW00014957	I	2
14958	AW00014958	I	1
14959	AW00014959	I	1
14960	AW00014960	I	2
14961	AW00014961	I	1
14962	AW00014962	I	1
14963	AW00014963	I	1
14964	AW00014964	I	1
14965	AW00014965	I	2
14966	AW00014966	I	2
14967	AW00014967	I	2
