CustomerID	AccountNumber	CustomerType	AvgOrderValue
18998	AW00018998	I	1784.96
18982	AW00018982	I	1783.96
26379	AW00026379	I	1783.96
11247	AW00011247	I	1782.88
19502	AW00019502	I	1782.68
23526	AW00023526	I	1781.92
23571	AW00023571	I	1781.92
24476	AW00024476	I	1781.92
24484	AW00024484	I	1781.92
24504	AW00024504	I	1781.92
24506	AW00024506	I	1781.92
17389	AW00017389	I	1779.47
17691	AW00017691	I	1779.47
18865	AW00018865	I	1779.47
21683	AW00021683	I	1779.47
24102	AW00024102	I	1779.47
11250	AW00011250	I	1779.06
17127	AW00017127	I	1778.47
17860	AW00017860	I	1777.95
22429	AW00022429	I	1777.95
17024	AW00017024	I	1775.97
18654	AW00018654	I	1775.97
20667	AW00020667	I	1775.97
25461	AW00025461	I	1775.97
16924	AW00016924	I	1775.47
17148	AW00017148	I	1775.47
17600	AW00017600	I	1775.47
18084	AW00018084	I	1775.47
18366	AW00018366	I	1775.47
18430	AW00018430	I	1775.47
18440	AW00018440	I	1775.47
18596	AW00018596	I	1775.47
18792	AW00018792	I	1775.47
21160	AW00021160	I	1775.47
22503	AW00022503	I	1775.47
22520	AW00022520	I	1775.47
22536	AW00022536	I	1775.47
22611	AW00022611	I	1775.47
22634	AW00022634	I	1775.47
26386	AW00026386	I	1775.47
26404	AW00026404	I	1775.47
27319	AW00027319	I	1775.47
14300	AW00014300	I	1774.24
17463	AW00017463	I	1773.95
26353	AW00026353	I	1773.95
25	AW00000025	S	1771.96
19448	AW00019448	I	1771.94
16887	AW00016887	I	1769.96
25306	AW00025306	I	1769.96
16805	AW00016805	I	1768.96
18589	AW00018589	I	1768.96
22308	AW00022308	I	1768.96
11422	AW00011422	I	1768.82
19477	AW00019477	I	1766.88
14716	AW00014716	I	1766.75
14667	AW00014667	I	1765.14
16798	AW00016798	I	1764.96
16925	AW00016925	I	1764.96
17116	AW00017116	I	1764.96
17150	AW00017150	I	1764.96
17154	AW00017154	I	1764.96
17261	AW00017261	I	1764.96
17345	AW00017345	I	1764.96
17465	AW00017465	I	1764.96
18085	AW00018085	I	1764.96
18762	AW00018762	I	1764.96
19003	AW00019003	I	1764.96
19004	AW00019004	I	1764.96
19112	AW00019112	I	1764.96
19119	AW00019119	I	1764.96
19146	AW00019146	I	1764.96
20664	AW00020664	I	1764.96
22416	AW00022416	I	1764.96
22433	AW00022433	I	1764.96
25462	AW00025462	I	1764.96
25492	AW00025492	I	1764.96
25737	AW00025737	I	1764.96
26231	AW00026231	I	1764.96
26984	AW00026984	I	1764.96
16894	AW00016894	I	1763.97
16897	AW00016897	I	1763.97
16997	AW00016997	I	1763.97
17022	AW00017022	I	1763.97
17028	AW00017028	I	1763.97
17143	AW00017143	I	1763.97
17388	AW00017388	I	1763.97
17571	AW00017571	I	1763.97
17615	AW00017615	I	1763.97
17662	AW00017662	I	1763.97
18373	AW00018373	I	1763.97
21289	AW00021289	I	1763.97
21293	AW00021293	I	1763.97
22302	AW00022302	I	1763.97
22510	AW00022510	I	1763.97
25602	AW00025602	I	1763.97
26352	AW00026352	I	1763.97
14049	AW00014049	I	1763.56
19511	AW00019511	I	1762.18
16764	AW00016764	I	1760.47
16895	AW00016895	I	1760.47
16955	AW00016955	I	1760.47
17040	AW00017040	I	1760.47
17043	AW00017043	I	1760.47
17384	AW00017384	I	1760.47
17667	AW00017667	I	1760.47
17869	AW00017869	I	1760.47
18318	AW00018318	I	1760.47
18372	AW00018372	I	1760.47
18414	AW00018414	I	1760.47
18502	AW00018502	I	1760.47
18597	AW00018597	I	1760.47
18638	AW00018638	I	1760.47
19008	AW00019008	I	1760.47
16803	AW00016803	I	1759.97
16984	AW00016984	I	1759.97
17029	AW00017029	I	1759.97
17361	AW00017361	I	1759.97
17654	AW00017654	I	1759.97
18344	AW00018344	I	1759.97
18780	AW00018780	I	1759.97
18868	AW00018868	I	1759.97
20706	AW00020706	I	1759.97
25307	AW00025307	I	1759.97
25751	AW00025751	I	1759.97
26957	AW00026957	I	1759.97
26398	AW00026398	I	1758.95
19493	AW00019493	I	1757.68
19360	AW00019360	I	1755.88
19424	AW00019424	I	1755.88
291	AW00000291	S	1755.26
16888	AW00016888	I	1754.98
16921	AW00016921	I	1754.98
16970	AW00016970	I	1754.98
16972	AW00016972	I	1754.98
16996	AW00016996	I	1754.98
17443	AW00017443	I	1754.98
17617	AW00017617	I	1754.98
18098	AW00018098	I	1754.98
18234	AW00018234	I	1754.98
18368	AW00018368	I	1754.98
18371	AW00018371	I	1754.98
18431	AW00018431	I	1754.98
18548	AW00018548	I	1754.98
18684	AW00018684	I	1754.98
18800	AW00018800	I	1754.98
18854	AW00018854	I	1754.98
18955	AW00018955	I	1754.98
18999	AW00018999	I	1754.98
19124	AW00019124	I	1754.98
20673	AW00020673	I	1754.98
22461	AW00022461	I	1754.98
22592	AW00022592	I	1754.98
22602	AW00022602	I	1754.98
22693	AW00022693	I	1754.98
23758	AW00023758	I	1754.98
24103	AW00024103	I	1754.98
24206	AW00024206	I	1754.98
24833	AW00024833	I	1754.98
25444	AW00025444	I	1754.98
25635	AW00025635	I	1754.98
11425	AW00011425	I	1754.77
14276	AW00014276	I	1753.12
14472	AW00014472	I	1751.85
12286	AW00012286	I	1751.63
11616	AW00011616	I	1751.22
15662	AW00015662	I	1751.02
12765	AW00012765	I	1750.98
16834	AW00016834	I	1750.98
16898	AW00016898	I	1750.98
17011	AW00017011	I	1750.98
17012	AW00017012	I	1750.98
17034	AW00017034	I	1750.98
17521	AW00017521	I	1750.98
17565	AW00017565	I	1750.98
17576	AW00017576	I	1750.98
17586	AW00017586	I	1750.98
17596	AW00017596	I	1750.98
17655	AW00017655	I	1750.98
17862	AW00017862	I	1750.98
17864	AW00017864	I	1750.98
18050	AW00018050	I	1750.98
18091	AW00018091	I	1750.98
18118	AW00018118	I	1750.98
18360	AW00018360	I	1750.98
18361	AW00018361	I	1750.98
18501	AW00018501	I	1750.98
18558	AW00018558	I	1750.98
18563	AW00018563	I	1750.98
18606	AW00018606	I	1750.98
18607	AW00018607	I	1750.98
18803	AW00018803	I	1750.98
18867	AW00018867	I	1750.98
18976	AW00018976	I	1750.98
18980	AW00018980	I	1750.98
19016	AW00019016	I	1750.98
19117	AW00019117	I	1750.98
19148	AW00019148	I	1750.98
20662	AW00020662	I	1750.98
20663	AW00020663	I	1750.98
20668	AW00020668	I	1750.98
20672	AW00020672	I	1750.98
20702	AW00020702	I	1750.98
20707	AW00020707	I	1750.98
22460	AW00022460	I	1750.98
22535	AW00022535	I	1750.98
22596	AW00022596	I	1750.98
22605	AW00022605	I	1750.98
23780	AW00023780	I	1750.98
24711	AW00024711	I	1750.98
24718	AW00024718	I	1750.98
25443	AW00025443	I	1750.98
25634	AW00025634	I	1750.98
26354	AW00026354	I	1750.98
26827	AW00026827	I	1750.98
12404	AW00012404	I	1750.57
17558	AW00017558	I	1750.47
15657	AW00015657	I	1750.45
14012	AW00014012	I	1749.97
17559	AW00017559	I	1749.96
17861	AW00017861	I	1749.96
18979	AW00018979	I	1749.96
19341	AW00019341	I	1749.39
15632	AW00015632	I	1748.35
11550	AW00011550	I	1747.14
19440	AW00019440	I	1746.38
19499	AW00019499	I	1746.38
13974	AW00013974	I	1745.91
14672	AW00014672	I	1745.91
15133	AW00015133	I	1745.91
23104	AW00023104	I	1745.02
17153	AW00017153	I	1744.97
22608	AW00022608	I	1744.97
24089	AW00024089	I	1744.97
24701	AW00024701	I	1744.97
24834	AW00024834	I	1744.97
26363	AW00026363	I	1744.97
26983	AW00026983	I	1744.97
14286	AW00014286	I	1744.8
11429	AW00011429	I	1744.73
12526	AW00012526	I	1743.13
19467	AW00019467	I	1742.69
14323	AW00014323	I	1740.67
19437	AW00019437	I	1740.19
19506	AW00019506	I	1740.19
12402	AW00012402	I	1739.47
22311	AW00022311	I	1739.46
22428	AW00022428	I	1739.46
22437	AW00022437	I	1739.46
22446	AW00022446	I	1739.46
22586	AW00022586	I	1739.46
19359	AW00019359	I	1739.39
19361	AW00019361	I	1739.39
19433	AW00019433	I	1739.39
19455	AW00019455	I	1739.39
19459	AW00019459	I	1739.39
19471	AW00019471	I	1739.39
19500	AW00019500	I	1739.39
14264	AW00014264	I	1739.24
15120	AW00015120	I	1739.23
14668	AW00014668	I	1738.9
15130	AW00015130	I	1738.47
19416	AW00019416	I	1738.19
19418	AW00019418	I	1738.19
18080	AW00018080	I	1737.92
15661	AW00015661	I	1736.01
16784	AW00016784	I	1735.98
16792	AW00016792	I	1735.98
16812	AW00016812	I	1735.98
16878	AW00016878	I	1735.98
16947	AW00016947	I	1735.98
16951	AW00016951	I	1735.98
16952	AW00016952	I	1735.98
16995	AW00016995	I	1735.98
16998	AW00016998	I	1735.98
16999	AW00016999	I	1735.98
17023	AW00017023	I	1735.98
17042	AW00017042	I	1735.98
17120	AW00017120	I	1735.98
17121	AW00017121	I	1735.98
17128	AW00017128	I	1735.98
17129	AW00017129	I	1735.98
17149	AW00017149	I	1735.98
17159	AW00017159	I	1735.98
17167	AW00017167	I	1735.98
17262	AW00017262	I	1735.98
17270	AW00017270	I	1735.98
17373	AW00017373	I	1735.98
17386	AW00017386	I	1735.98
17533	AW00017533	I	1735.98
17561	AW00017561	I	1735.98
17564	AW00017564	I	1735.98
17566	AW00017566	I	1735.98
17572	AW00017572	I	1735.98
17573	AW00017573	I	1735.98
17575	AW00017575	I	1735.98
17666	AW00017666	I	1735.98
17677	AW00017677	I	1735.98
17678	AW00017678	I	1735.98
17681	AW00017681	I	1735.98
17859	AW00017859	I	1735.98
17866	AW00017866	I	1735.98
17868	AW00017868	I	1735.98
18051	AW00018051	I	1735.98
18052	AW00018052	I	1735.98
18088	AW00018088	I	1735.98
18089	AW00018089	I	1735.98
18096	AW00018096	I	1735.98
18103	AW00018103	I	1735.98
18108	AW00018108	I	1735.98
18324	AW00018324	I	1735.98
18350	AW00018350	I	1735.98
18448	AW00018448	I	1735.98
18525	AW00018525	I	1735.98
18543	AW00018543	I	1735.98
18559	AW00018559	I	1735.98
18605	AW00018605	I	1735.98
18646	AW00018646	I	1735.98
18655	AW00018655	I	1735.98
18680	AW00018680	I	1735.98
18794	AW00018794	I	1735.98
18856	AW00018856	I	1735.98
18857	AW00018857	I	1735.98
18869	AW00018869	I	1735.98
19114	AW00019114	I	1735.98
19125	AW00019125	I	1735.98
19137	AW00019137	I	1735.98
19158	AW00019158	I	1735.98
20671	AW00020671	I	1735.98
20682	AW00020682	I	1735.98
20683	AW00020683	I	1735.98
20703	AW00020703	I	1735.98
21139	AW00021139	I	1735.98
21267	AW00021267	I	1735.98
21269	AW00021269	I	1735.98
21291	AW00021291	I	1735.98
21297	AW00021297	I	1735.98
22313	AW00022313	I	1735.98
22320	AW00022320	I	1735.98
22422	AW00022422	I	1735.98
22434	AW00022434	I	1735.98
22452	AW00022452	I	1735.98
22470	AW00022470	I	1735.98
22502	AW00022502	I	1735.98
22504	AW00022504	I	1735.98
22505	AW00022505	I	1735.98
22518	AW00022518	I	1735.98
22570	AW00022570	I	1735.98
22600	AW00022600	I	1735.98
22604	AW00022604	I	1735.98
22616	AW00022616	I	1735.98
23763	AW00023763	I	1735.98
23920	AW00023920	I	1735.98
24090	AW00024090	I	1735.98
24209	AW00024209	I	1735.98
24709	AW00024709	I	1735.98
25311	AW00025311	I	1735.98
25321	AW00025321	I	1735.98
25442	AW00025442	I	1735.98
25445	AW00025445	I	1735.98
25478	AW00025478	I	1735.98
25658	AW00025658	I	1735.98
25660	AW00025660	I	1735.98
25661	AW00025661	I	1735.98
26816	AW00026816	I	1735.98
14326	AW00014326	I	1735.9
11615	AW00011615	I	1735.24
15653	AW00015653	I	1734.69
15121	AW00015121	I	1734.24
12463	AW00012463	I	1734.07
14310	AW00014310	I	1733.55
12619	AW00012619	I	1733.47
14666	AW00014666	I	1733.31
12745	AW00012745	I	1733.24
16797	AW00016797	I	1732.26
17163	AW00017163	I	1732.26
17621	AW00017621	I	1732.26
18233	AW00018233	I	1732.26
18562	AW00018562	I	1732.26
18568	AW00018568	I	1732.26
22418	AW00022418	I	1732.26
22467	AW00022467	I	1732.26
22526	AW00022526	I	1732.26
24710	AW00024710	I	1732.26
26828	AW00026828	I	1732.26
26958	AW00026958	I	1732.26
14277	AW00014277	I	1732.25
15122	AW00015122	I	1731.24
16791	AW00016791	I	1729.97
16886	AW00016886	I	1729.97
16889	AW00016889	I	1729.97
16974	AW00016974	I	1729.97
17372	AW00017372	I	1729.97
17445	AW00017445	I	1729.97
17871	AW00017871	I	1729.97
18227	AW00018227	I	1729.97
18616	AW00018616	I	1729.97
19002	AW00019002	I	1729.97
19120	AW00019120	I	1729.97
20684	AW00020684	I	1729.97
20709	AW00020709	I	1729.97
21265	AW00021265	I	1729.97
24210	AW00024210	I	1729.97
14676	AW00014676	I	1729.47
19435	AW00019435	I	1728.88
13973	AW00013973	I	1728.56
16804	AW00016804	I	1728.27
16807	AW00016807	I	1728.27
16879	AW00016879	I	1728.27
17142	AW00017142	I	1728.27
17269	AW00017269	I	1728.27
17358	AW00017358	I	1728.27
18409	AW00018409	I	1728.27
18790	AW00018790	I	1728.27
18798	AW00018798	I	1728.27
19109	AW00019109	I	1728.27
19156	AW00019156	I	1728.27
21271	AW00021271	I	1728.27
22456	AW00022456	I	1728.27
22635	AW00022635	I	1728.27
26829	AW00026829	I	1728.27
26867	AW00026867	I	1728.27
15127	AW00015127	I	1727.58
13968	AW00013968	I	1727.23
14681	AW00014681	I	1726.13
17271	AW00017271	I	1725.98
17480	AW00017480	I	1725.98
17609	AW00017609	I	1725.98
18056	AW00018056	I	1725.98
18120	AW00018120	I	1725.98
18226	AW00018226	I	1725.98
18369	AW00018369	I	1725.98
18545	AW00018545	I	1725.98
18914	AW00018914	I	1725.98
21268	AW00021268	I	1725.98
22396	AW00022396	I	1725.98
25305	AW00025305	I	1725.98
26390	AW00026390	I	1725.98
15129	AW00015129	I	1725.91
14081	AW00014081	I	1725.87
19510	AW00019510	I	1725.87
14055	AW00014055	I	1725.8
17405	AW00017405	I	1725.48
19131	AW00019131	I	1725.48
18362	AW00018362	I	1725.21
17597	AW00017597	I	1723.96
18086	AW00018086	I	1723.96
18670	AW00018670	I	1723.96
12281	AW00012281	I	1723.12
15660	AW00015660	I	1723.02
12492	AW00012492	I	1722.14
19362	AW00019362	I	1721.89
19382	AW00019382	I	1721.89
19479	AW00019479	I	1721.89
15638	AW00015638	I	1720.79
12381	AW00012381	I	1720.58
19940	AW00019940	I	1720.21
15652	AW00015652	I	1720.03
14275	AW00014275	I	1719.46
14325	AW00014325	I	1717.57
17497	AW00017497	I	1717.26
15134	AW00015134	I	1717.24
12742	AW00012742	I	1716.1
16896	AW00016896	I	1714.97
17020	AW00017020	I	1714.97
17272	AW00017272	I	1714.97
17568	AW00017568	I	1714.97
17660	AW00017660	I	1714.97
18059	AW00018059	I	1714.97
18564	AW00018564	I	1714.97
18608	AW00018608	I	1714.97
20666	AW00020666	I	1714.97
22637	AW00022637	I	1714.97
25323	AW00025323	I	1714.97
26854	AW00026854	I	1714.97
27305	AW00027305	I	1714.97
14301	AW00014301	I	1714.25
14287	AW00014287	I	1713.81
19912	AW00019912	I	1713.69
14302	AW00014302	I	1713.58
14308	AW00014308	I	1713.47
12272	AW00012272	I	1713.24
13975	AW00013975	I	1712.91
14279	AW00014279	I	1712.57
15630	AW00015630	I	1712.12
12622	AW00012622	I	1711.8
20713	AW00020713	I	1710.96
16977	AW00016977	I	1709.98
17025	AW00017025	I	1709.98
17404	AW00017404	I	1709.98
17567	AW00017567	I	1709.98
17574	AW00017574	I	1709.98
17659	AW00017659	I	1709.98
17661	AW00017661	I	1709.98
18228	AW00018228	I	1709.98
18438	AW00018438	I	1709.98
18551	AW00018551	I	1709.98
22442	AW00022442	I	1709.98
22451	AW00022451	I	1709.98
22594	AW00022594	I	1709.98
23939	AW00023939	I	1709.98
24208	AW00024208	I	1709.98
26227	AW00026227	I	1709.98
14048	AW00014048	I	1707.91
15631	AW00015631	I	1707.46
12391	AW00012391	I	1707.14
14324	AW00014324	I	1707.14
14473	AW00014473	I	1706.96
12385	AW00012385	I	1706.25
14673	AW00014673	I	1705.92
12282	AW00012282	I	1703.81
12808	AW00012808	I	1703.81
14322	AW00014322	I	1703.81
14456	AW00014456	I	1702.95
14299	AW00014299	I	1702.92
18167	AW00018167	I	1702.7
11368	AW00011368	I	1702.08
13065	AW00013065	I	1700.99
16763	AW00016763	I	1700.99
16799	AW00016799	I	1700.99
16811	AW00016811	I	1700.99
16920	AW00016920	I	1700.99
16956	AW00016956	I	1700.99
17021	AW00017021	I	1700.99
17030	AW00017030	I	1700.99
17041	AW00017041	I	1700.99
17147	AW00017147	I	1700.99
17263	AW00017263	I	1700.99
17476	AW00017476	I	1700.99
17477	AW00017477	I	1700.99
17548	AW00017548	I	1700.99
17608	AW00017608	I	1700.99
17614	AW00017614	I	1700.99
17620	AW00017620	I	1700.99
17690	AW00017690	I	1700.99
17858	AW00017858	I	1700.99
17870	AW00017870	I	1700.99
18057	AW00018057	I	1700.99
18060	AW00018060	I	1700.99
18079	AW00018079	I	1700.99
18229	AW00018229	I	1700.99
18363	AW00018363	I	1700.99
18370	AW00018370	I	1700.99
18439	AW00018439	I	1700.99
18553	AW00018553	I	1700.99
18556	AW00018556	I	1700.99
18567	AW00018567	I	1700.99
18598	AW00018598	I	1700.99
18639	AW00018639	I	1700.99
18645	AW00018645	I	1700.99
18679	AW00018679	I	1700.99
18866	AW00018866	I	1700.99
19108	AW00019108	I	1700.99
19133	AW00019133	I	1700.99
19157	AW00019157	I	1700.99
21679	AW00021679	I	1700.99
22321	AW00022321	I	1700.99
22427	AW00022427	I	1700.99
22439	AW00022439	I	1700.99
22468	AW00022468	I	1700.99
22566	AW00022566	I	1700.99
22599	AW00022599	I	1700.99
22618	AW00022618	I	1700.99
22636	AW00022636	I	1700.99
24039	AW00024039	I	1700.99
24116	AW00024116	I	1700.99
25497	AW00025497	I	1700.99
26228	AW00026228	I	1700.99
26855	AW00026855	I	1700.99
14453	AW00014453	I	1700.69
23418	AW00023418	I	1700.01
18157	AW00018157	I	1699.7
26299	AW00026299	I	1698.44
14434	AW00014434	I	1698.2
14253	AW00014253	I	1697.45
14498	AW00014498	I	1697.19
14240	AW00014240	I	1695.69
23414	AW00023414	I	1695.52
24361	AW00024361	I	1695.52
13769	AW00013769	I	1695.18
14447	AW00014447	I	1692.7
14470	AW00014470	I	1691.2
19067	AW00019067	I	1690.45
14255	AW00014255	I	1689.95
11356	AW00011356	I	1689.76
14290	AW00014290	I	1688.7
14452	AW00014452	I	1688.7
14120	AW00014120	I	1688.44
14289	AW00014289	I	1688.44
13768	AW00013768	I	1687.84
14382	AW00014382	I	1686.95
11402	AW00011402	I	1686.44
14419	AW00014419	I	1685.7
26283	AW00026283	I	1685.62
12384	AW00012384	I	1685.51
14442	AW00014442	I	1685.2
14448	AW00014448	I	1685.2
17216	AW00017216	I	1685.2
14421	AW00014421	I	1684.7
19917	AW00019917	I	1684.7
14440	AW00014440	I	1683.69
24585	AW00024585	I	1683.01
14298	AW00014298	I	1682.83
12462	AW00012462	I	1682.51
14374	AW00014374	I	1681.35
14451	AW00014451	I	1681.35
26276	AW00026276	I	1680.96
23105	AW00023105	I	1680.77
14112	AW00014112	I	1680.69
14411	AW00014411	I	1680.21
14481	AW00014481	I	1680.21
19918	AW00019918	I	1680.2
14457	AW00014457	I	1679.95
14044	AW00014044	I	1678.86
14464	AW00014464	I	1678.86
14400	AW00014400	I	1678.7
26302	AW00026302	I	1678.7
11363	AW00011363	I	1678.6
11930	AW00011930	I	1678.6
11358	AW00011358	I	1678.26
24372	AW00024372	I	1678.02
24457	AW00024457	I	1678.02
24465	AW00024465	I	1678.02
24485	AW00024485	I	1678.02
11403	AW00011403	I	1677.71
14449	AW00014449	I	1677.71
14471	AW00014471	I	1677.71
26296	AW00026296	I	1677.62
19916	AW00019916	I	1677.19
12461	AW00012461	I	1676.78
14117	AW00014117	I	1676.2
14356	AW00014356	I	1676.2
14438	AW00014438	I	1676.2
12292	AW00012292	I	1675.95
14242	AW00014242	I	1675.7
14288	AW00014288	I	1675.7
11360	AW00011360	I	1675.27
17188	AW00017188	I	1675.21
12807	AW00012807	I	1674.95
11365	AW00011365	I	1674.93
11401	AW00011401	I	1673.62
14484	AW00014484	I	1672.7
18176	AW00018176	I	1672.7
14394	AW00014394	I	1672.35
18183	AW00018183	I	1671.68
14256	AW00014256	I	1671.2
14433	AW00014433	I	1671.2
14477	AW00014477	I	1671.2
13057	AW00013057	I	1670.9
14813	AW00014813	I	1670.9
26298	AW00026298	I	1670.13
19029	AW00019029	I	1669.7
11050	AW00011050	I	1669.1
20054	AW00020054	I	1669.02
14357	AW00014357	I	1668.85
23531	AW00023531	I	1668.64
23311	AW00023311	I	1668.52
23417	AW00023417	I	1668.52
23523	AW00023523	I	1668.52
23532	AW00023532	I	1668.52
23541	AW00023541	I	1668.52
23542	AW00023542	I	1668.52
23546	AW00023546	I	1668.52
23573	AW00023573	I	1668.52
23574	AW00023574	I	1668.52
24466	AW00024466	I	1668.52
24467	AW00024467	I	1668.52
24478	AW00024478	I	1668.52
14297	AW00014297	I	1667.71
19911	AW00019911	I	1667.7
26120	AW00026120	I	1667.62
26281	AW00026281	I	1667.62
23310	AW00023310	I	1666.66
18185	AW00018185	I	1666.19
24365	AW00024365	I	1665.52
17195	AW00017195	I	1665.33
14380	AW00014380	I	1665.21
14381	AW00014381	I	1665.21
18164	AW00018164	I	1665.21
11484	AW00011484	I	1661.79
19034	AW00019034	I	1661.36
19057	AW00019057	I	1661.36
26277	AW00026277	I	1660.63
26303	AW00026303	I	1660.63
14377	AW00014377	I	1660.21
14412	AW00014412	I	1660.21
14420	AW00014420	I	1660.21
19035	AW00019035	I	1660.21
19046	AW00019046	I	1660.21
26241	AW00026241	I	1660.12
14121	AW00014121	I	1659.85
14292	AW00014292	I	1659.85
14005	AW00014005	I	1659.7
18171	AW00018171	I	1659.7
11481	AW00011481	I	1659.35
12390	AW00012390	I	1659.29
17196	AW00017196	I	1659.18
19038	AW00019038	I	1659.18
12299	AW00012299	I	1659.12
11547	AW00011547	I	1658.79
14116	AW00014116	I	1658.7
11126	AW00011126	I	1657.46
11479	AW00011479	I	1656.87
14439	AW00014439	I	1656.35
14485	AW00014485	I	1656.35
12397	AW00012397	I	1656.01
11483	AW00011483	I	1655.46
11372	AW00011372	I	1655.27
11929	AW00011929	I	1655.26
14461	AW00014461	I	1655.2
14486	AW00014486	I	1655.2
17187	AW00017187	I	1655.2
19030	AW00019030	I	1655.2
19040	AW00019040	I	1655.2
26285	AW00026285	I	1654.62
26286	AW00026286	I	1654.08
11359	AW00011359	I	1653.36
12806	AW00012806	I	1652.02
12738	AW00012738	I	1652.01
23525	AW00023525	I	1651.03
23575	AW00023575	I	1651.03
24281	AW00024281	I	1651.03
24460	AW00024460	I	1651.03
24461	AW00024461	I	1651.03
24477	AW00024477	I	1651.03
24505	AW00024505	I	1651.03
26121	AW00026121	I	1650.12
26252	AW00026252	I	1650.11
26238	AW00026238	I	1649.47
26280	AW00026280	I	1649.47
26295	AW00026295	I	1649.47
26300	AW00026300	I	1649.47
14115	AW00014115	I	1648.86
11357	AW00011357	I	1647.93
13999	AW00013999	I	1647.71
14006	AW00014006	I	1647.71
14239	AW00014239	I	1647.71
14392	AW00014392	I	1647.71
17206	AW00017206	I	1647.71
19065	AW00019065	I	1647.71
26290	AW00026290	I	1647.63
12305	AW00012305	I	1646.8
26234	AW00026234	I	1646.47
13056	AW00013056	I	1645.91
14170	AW00014170	I	1645.91
16531	AW00016531	I	1645.9
11480	AW00011480	I	1645.12
14802	AW00014802	I	1643.66
16461	AW00016461	I	1643.66
26297	AW00026297	I	1643.46
11416	AW00011416	I	1642.69
200	AW00000200	S	1642.17
20879	AW00020879	I	1642.15
20718	AW00020718	I	1641.71
13039	AW00013039	I	1641.42
13870	AW00013870	I	1641.42
13979	AW00013979	I	1641.42
13984	AW00013984	I	1641.42
16275	AW00016275	I	1641.42
13745	AW00013745	I	1641.4
13882	AW00013882	I	1641.4
13917	AW00013917	I	1641.4
14141	AW00014141	I	1641.4
16324	AW00016324	I	1641.4
11364	AW00011364	I	1640.61
11241	AW00011241	I	1638.46
11134	AW00011134	I	1637.28
20931	AW00020931	I	1636.58
26305	AW00026305	I	1636.47
16329	AW00016329	I	1636.04
14539	AW00014539	I	1635.91
16444	AW00016444	I	1635.91
16465	AW00016465	I	1635.9
20811	AW00020811	I	1635.16
20209	AW00020209	I	1634.27
17792	AW00017792	I	1633.4
20150	AW00020150	I	1632.01
26304	AW00026304	I	1631.97
13800	AW00013800	I	1631.42
13801	AW00013801	I	1631.42
13812	AW00013812	I	1631.42
14169	AW00014169	I	1631.42
14779	AW00014779	I	1631.42
16405	AW00016405	I	1631.42
16512	AW00016512	I	1631.42
16945	AW00016945	I	1631.42
17828	AW00017828	I	1631.42
17966	AW00017966	I	1631.42
20712	AW00020712	I	1630.66
20863	AW00020863	I	1630.66
16509	AW00016509	I	1629.4
13746	AW00013746	I	1625.05
16407	AW00016407	I	1625.05
17793	AW00017793	I	1625.05
20807	AW00020807	I	1624.65
13854	AW00013854	I	1623.91
15346	AW00015346	I	1623.62
20546	AW00020546	I	1623.27
20656	AW00020656	I	1622.95
15780	AW00015780	I	1622.48
15845	AW00015845	I	1622.48
13839	AW00013839	I	1621.42
16445	AW00016445	I	1621.42
16410	AW00016410	I	1621.38
528	AW00000528	S	1620.98
20318	AW00020318	I	1620.95
28751	AW00028751	I	1620.44
20710	AW00020710	I	1620.16
20711	AW00020711	I	1620.16
20717	AW00020717	I	1620.16
20862	AW00020862	I	1620.16
20892	AW00020892	I	1620.16
15944	AW00015944	I	1617.47
20864	AW00020864	I	1617.14
20917	AW00020917	I	1617.14
20921	AW00020921	I	1617.14
20670	AW00020670	I	1614.28
20188	AW00020188	I	1613.45
20350	AW00020350	I	1613.45
20373	AW00020373	I	1613.45
28520	AW00028520	I	1613.45
20825	AW00020825	I	1613.17
20922	AW00020922	I	1613.17
21148	AW00021148	I	1611.79
21284	AW00021284	I	1611.79
15499	AW00015499	I	1611.49
15852	AW00015852	I	1611.49
13925	AW00013925	I	1610.4
20208	AW00020208	I	1609.79
20680	AW00020680	I	1609.79
28562	AW00028562	I	1609.59
28756	AW00028756	I	1609.28
16820	AW00016820	I	1608.89
28553	AW00028553	I	1608.45
20052	AW00020052	I	1607.01
11417	AW00011417	I	1606.92
28506	AW00028506	I	1606.78
28750	AW00028750	I	1606.78
15203	AW00015203	I	1605.72
15781	AW00015781	I	1604.97
15193	AW00015193	I	1604.96
20206	AW00020206	I	1602.29
21305	AW00021305	I	1602.29
28569	AW00028569	I	1602.29
28713	AW00028713	I	1602.29
400	AW00000400	S	1601.97
11420	AW00011420	I	1600.11
15328	AW00015328	I	1599.72
15534	AW00015534	I	1599.72
20651	AW00020651	I	1599.28
15851	AW00015851	I	1599.23
15348	AW00015348	I	1599.22
15501	AW00015501	I	1598.99
15992	AW00015992	I	1597.46
11942	AW00011942	I	1597.43
20736	AW00020736	I	1597.29
16836	AW00016836	I	1596.89
20186	AW00020186	I	1595.95
28740	AW00028740	I	1595.95
20165	AW00020165	I	1595.71
19910	AW00019910	I	1594.23
11089	AW00011089	I	1594.14
15379	AW00015379	I	1592.22
11944	AW00011944	I	1592.09
15364	AW00015364	I	1591.97
11264	AW00011264	I	1591.13
15491	AW00015491	I	1590.73
20173	AW00020173	I	1590.66
15167	AW00015167	I	1590.47
15484	AW00015484	I	1589.98
15985	AW00015985	I	1589.98
15770	AW00015770	I	1589.96
15371	AW00015371	I	1589.48
15888	AW00015888	I	1589.48
