CustomerID	AccountNumber	CustomerType	OrderCount	TotalSales
13118	AW00013118	I	3	5669.9
12277	AW00012277	I	3	5666.52
13517	AW00013517	I	3	5666.38
12859	AW00012859	I	3	5666.22
14215	AW00014215	I	3	5665.89
12473	AW00012473	I	3	5665.22
12615	AW00012615	I	3	5663.23
12264	AW00012264	I	3	5662.9
14211	AW00014211	I	3	5662.9
14230	AW00014230	I	3	5661.9
12612	AW00012612	I	3	5657.91
14226	AW00014226	I	3	5656.24
14216	AW00014216	I	3	5653.92
14261	AW00014261	I	3	5653.92
14262	AW00014262	I	3	5652.54
14058	AW00014058	I	3	5652.52
12486	AW00012486	I	3	5652.4
14218	AW00014218	I	3	5651.88
13050	AW00013050	I	3	5651.25
13107	AW00013107	I	3	5650.9
14050	AW00014050	I	3	5650.24
12599	AW00012599	I	3	5649.21
13134	AW00013134	I	3	5648.92
14263	AW00014263	I	3	5647.93
14062	AW00014062	I	3	5647.92
13049	AW00013049	I	3	5647.22
12289	AW00012289	I	3	5645.86
13957	AW00013957	I	3	5645.24
14046	AW00014046	I	3	5645.24
14047	AW00014047	I	3	5643.54
14238	AW00014238	I	3	5642.9
12991	AW00012991	I	3	5641.9
13554	AW00013554	I	3	5641.25
372	AW00000372	S	3	5641.21
12874	AW00012874	I	3	5638.54
12560	AW00012560	I	3	5636.9
12609	AW00012609	I	3	5636.9
12394	AW00012394	I	3	5635.91
12559	AW00012559	I	3	5633.91
12623	AW00012623	I	3	5630.21
12284	AW00012284	I	3	5625.25
13551	AW00013551	I	3	5622.92
14210	AW00014210	I	3	5621.24
14224	AW00014224	I	3	5621.22
14070	AW00014070	I	3	5618.93
12459	AW00012459	I	3	5618.54
14071	AW00014071	I	3	5617.92
641	AW00000641	S	4	5615.58
14065	AW00014065	I	3	5608.55
14051	AW00014051	I	3	5606.91
12382	AW00012382	I	3	5606.26
14225	AW00014225	I	3	5603.92
13553	AW00013553	I	3	5603.24
13105	AW00013105	I	3	5585.45
13110	AW00013110	I	3	5583.94
12283	AW00012283	I	3	5582.91
13038	AW00013038	I	3	5581.26
217	AW00000217	S	7	5575.25
12380	AW00012380	I	3	5570.22
12343	AW00012343	I	3	5567.93
14719	AW00014719	I	3	5512.26
16580	AW00016580	I	3	5429.76
663	AW00000663	S	4	5404.2
13823	AW00013823	I	3	5393.31
14714	AW00014714	I	3	5386.28
20429	AW00020429	I	2	5377.75
19592	AW00019592	I	2	5377.23
18739	AW00018739	I	2	5371.74
330	AW00000330	S	7	5362.57
15931	AW00015931	I	3	5362.29
19557	AW00019557	I	2	5358.24
18701	AW00018701	I	2	5357.74
20241	AW00020241	I	2	5347.23
23486	AW00023486	I	2	5343.23
20216	AW00020216	I	2	5338.74
18468	AW00018468	I	2	5333.25
18702	AW00018702	I	2	5333.25
18721	AW00018721	I	2	5333.25
18722	AW00018722	I	2	5333.25
18729	AW00018729	I	2	5333.25
19563	AW00019563	I	2	5333.25
20211	AW00020211	I	2	5333.25
20249	AW00020249	I	2	5333.25
20264	AW00020264	I	2	5333.25
22998	AW00022998	I	2	5329.25
18700	AW00018700	I	2	5328.23
20284	AW00020284	I	2	5328.23
14300	AW00014300	I	3	5322.73
23378	AW00023378	I	2	5317.23
18698	AW00018698	I	2	5314.25
18703	AW00018703	I	2	5314.25
18726	AW00018726	I	2	5314.25
18767	AW00018767	I	2	5314.25
18768	AW00018768	I	2	5314.25
19562	AW00019562	I	2	5314.25
19601	AW00019601	I	2	5314.25
19605	AW00019605	I	2	5314.25
19652	AW00019652	I	2	5314.25
19653	AW00019653	I	2	5314.25
20260	AW00020260	I	2	5314.25
20261	AW00020261	I	2	5314.25
20283	AW00020283	I	2	5314.25
20427	AW00020427	I	2	5314.25
23137	AW00023137	I	2	5314.25
23376	AW00023376	I	2	5314.25
19598	AW00019598	I	2	5310.53
18699	AW00018699	I	2	5308.24
19565	AW00019565	I	2	5308.24
19593	AW00019593	I	2	5306.54
18769	AW00018769	I	2	5304.25
20214	AW00020214	I	2	5304.25
14716	AW00014716	I	3	5300.26
14667	AW00014667	I	3	5295.41
19564	AW00019564	I	2	5293.24
603	AW00000603	S	7	5291.44
14049	AW00014049	I	3	5290.68
18467	AW00018467	I	2	5279.26
18697	AW00018697	I	2	5279.26
18723	AW00018723	I	2	5279.26
19599	AW00019599	I	2	5279.26
19615	AW00019615	I	2	5279.26
19616	AW00019616	I	2	5279.26
19620	AW00019620	I	2	5279.26
19631	AW00019631	I	2	5279.26
20215	AW00020215	I	2	5279.26
20236	AW00020236	I	2	5279.26
23592	AW00023592	I	2	5279.26
14276	AW00014276	I	3	5259.36
12286	AW00012286	I	3	5254.88
11616	AW00011616	I	3	5253.65
15662	AW00015662	I	3	5253.07
12404	AW00012404	I	3	5251.71
15657	AW00015657	I	3	5251.34
14012	AW00014012	I	3	5249.92
15632	AW00015632	I	3	5245.06
11550	AW00011550	I	3	5241.43
13974	AW00013974	I	3	5237.73
15133	AW00015133	I	3	5237.73
14672	AW00014672	I	3	5237.72
14286	AW00014286	I	3	5234.4
12526	AW00012526	I	3	5229.38
645	AW00000645	S	7	5229.21
276	AW00000276	S	4	5227.49
14323	AW00014323	I	3	5222.02
12402	AW00012402	I	3	5218.4
14264	AW00014264	I	3	5217.73
15120	AW00015120	I	3	5217.7
14668	AW00014668	I	3	5216.69
15130	AW00015130	I	3	5215.4
15661	AW00015661	I	3	5208.04
14326	AW00014326	I	3	5207.7
11615	AW00011615	I	3	5205.71
15653	AW00015653	I	3	5204.06
15121	AW00015121	I	3	5202.73
12463	AW00012463	I	3	5202.22
14310	AW00014310	I	3	5200.66
12619	AW00012619	I	3	5200.41
14666	AW00014666	I	3	5199.92
12745	AW00012745	I	3	5199.72
14277	AW00014277	I	3	5196.74
15122	AW00015122	I	3	5193.72
14676	AW00014676	I	3	5188.41
13973	AW00013973	I	3	5185.68
15127	AW00015127	I	3	5182.73
13968	AW00013968	I	3	5181.7
178	AW00000178	S	4	5179.81
503	AW00000503	S	8	5178.61
14681	AW00014681	I	3	5178.4
15129	AW00015129	I	3	5177.73
14055	AW00014055	I	3	5177.4
12281	AW00012281	I	3	5169.36
15660	AW00015660	I	3	5169.07
12492	AW00012492	I	3	5166.41
15638	AW00015638	I	3	5162.37
12381	AW00012381	I	3	5161.73
15652	AW00015652	I	3	5160.08
14275	AW00014275	I	3	5158.37
14325	AW00014325	I	3	5152.7
15134	AW00015134	I	3	5151.71
12742	AW00012742	I	3	5148.31
580	AW00000580	S	2	5146.32
14301	AW00014301	I	3	5142.75
14287	AW00014287	I	3	5141.43
14302	AW00014302	I	3	5140.73
14308	AW00014308	I	3	5140.4
12272	AW00012272	I	3	5139.73
13975	AW00013975	I	3	5138.72
14279	AW00014279	I	3	5137.71
15630	AW00015630	I	3	5136.37
12622	AW00012622	I	3	5135.41
14048	AW00014048	I	3	5123.74
15631	AW00015631	I	3	5122.39
12391	AW00012391	I	3	5121.43
14324	AW00014324	I	3	5121.43
12385	AW00012385	I	3	5118.75
14673	AW00014673	I	3	5117.75
12282	AW00012282	I	3	5111.44
12808	AW00012808	I	3	5111.44
14322	AW00014322	I	3	5111.44
14299	AW00014299	I	3	5108.76
11368	AW00011368	I	3	5106.24
387	AW00000387	S	5	5090.47
13769	AW00013769	I	3	5085.53
11356	AW00011356	I	3	5069.29
13768	AW00013768	I	3	5063.52
11402	AW00011402	I	3	5059.33
12384	AW00012384	I	3	5056.53
12462	AW00012462	I	3	5047.54
115	AW00000115	S	8	5040.22
11363	AW00011363	I	3	5035.81
11930	AW00011930	I	3	5035.81
11358	AW00011358	I	3	5034.78
11403	AW00011403	I	3	5033.14
16551	AW00016551	I	2	5032.76
12461	AW00012461	I	3	5030.34
12292	AW00012292	I	3	5027.86
11360	AW00011360	I	3	5025.8
12807	AW00012807	I	3	5024.86
11365	AW00011365	I	3	5024.79
11401	AW00011401	I	3	5020.87
22201	AW00022201	I	2	5012.27
11050	AW00011050	I	3	5007.3
16940	AW00016940	I	2	5006.7
16552	AW00016552	I	2	4986.79
16313	AW00016313	I	2	4985.66
11484	AW00011484	I	3	4985.38
11481	AW00011481	I	3	4978.05
12390	AW00012390	I	3	4977.86
12299	AW00012299	I	3	4977.36
11547	AW00011547	I	3	4976.38
21567	AW00021567	I	2	4973.28
11126	AW00011126	I	3	4972.37
16416	AW00016416	I	2	4971.68
11479	AW00011479	I	3	4970.61
12397	AW00012397	I	3	4968.04
11483	AW00011483	I	3	4966.39
11372	AW00011372	I	3	4965.81
11929	AW00011929	I	3	4965.78
21569	AW00021569	I	2	4960.16
11359	AW00011359	I	3	4960.07
16400	AW00016400	I	2	4958.28
16429	AW00016429	I	2	4958.28
12806	AW00012806	I	3	4956.05
12738	AW00012738	I	3	4956.03
21561	AW00021561	I	2	4947.78
11357	AW00011357	I	3	4943.8
15846	AW00015846	I	2	4943.32
12305	AW00012305	I	3	4940.39
21179	AW00021179	I	2	4935.67
21216	AW00021216	I	2	4935.67
11480	AW00011480	I	3	4935.36
16415	AW00016415	I	2	4930.68
16549	AW00016549	I	2	4930.68
21556	AW00021556	I	2	4930.68
11416	AW00011416	I	3	4928.06
21888	AW00021888	I	2	4925.58
16409	AW00016409	I	2	4925.17
21393	AW00021393	I	2	4925.17
21974	AW00021974	I	2	4925.17
16442	AW00016442	I	2	4923.29
21951	AW00021951	I	2	4923.29
11364	AW00011364	I	3	4921.82
16291	AW00016291	I	2	4921.69
16532	AW00016532	I	2	4921.69
21201	AW00021201	I	2	4921.69
21875	AW00021875	I	2	4921.69
21891	AW00021891	I	2	4921.69
21892	AW00021892	I	2	4921.69
21999	AW00021999	I	2	4921.69
22207	AW00022207	I	2	4921.69
16412	AW00016412	I	2	4921.59
16414	AW00016414	I	2	4919.3
21558	AW00021558	I	2	4919.3
21957	AW00021957	I	2	4919.3
510	AW00000510	S	8	4918.52
15566	AW00015566	I	2	4912.47
11134	AW00011134	I	3	4911.83
21166	AW00021166	I	2	4909.67
21897	AW00021897	I	2	4909.67
22195	AW00022195	I	2	4909.67
13230	AW00013230	I	2	4905.32
16547	AW00016547	I	2	4900.68
21211	AW00021211	I	2	4900.68
21559	AW00021559	I	2	4900.68
21950	AW00021950	I	2	4900.68
21955	AW00021955	I	2	4900.68
22930	AW00022930	I	2	4900.68
15905	AW00015905	I	2	4899.02
13478	AW00013478	I	2	4898.32
21403	AW00021403	I	2	4895.69
23396	AW00023396	I	2	4891.61
23865	AW00023865	I	2	4891.61
16572	AW00016572	I	2	4886.7
21205	AW00021205	I	2	4886.7
21557	AW00021557	I	2	4886.7
21882	AW00021882	I	2	4886.7
21945	AW00021945	I	2	4886.7
21948	AW00021948	I	2	4886.7
22193	AW00022193	I	2	4886.7
22857	AW00022857	I	2	4886.7
13729	AW00013729	I	2	4883.82
13728	AW00013728	I	2	4879.8
23267	AW00023267	I	2	4862.09
19037	AW00019037	I	2	4858.34
13314	AW00013314	I	2	4854.29
28665	AW00028665	I	2	4852.6
15175	AW00015175	I	2	4850.33
15889	AW00015889	I	2	4848.03
13885	AW00013885	I	2	4844.8
23511	AW00023511	I	2	4843.11
15304	AW00015304	I	2	4843
14598	AW00014598	I	2	4839
13435	AW00013435	I	2	4838.32
19049	AW00019049	I	2	4838.3
13274	AW00013274	I	2	4837.81
24284	AW00024284	I	2	4837.34
13299	AW00013299	I	2	4835.3
13019	AW00013019	I	2	4835.29
13898	AW00013898	I	2	4835.29
12193	AW00012193	I	2	4833.03
23385	AW00023385	I	2	4829.39
23583	AW00023583	I	2	4829.39
23868	AW00023868	I	2	4829.39
24235	AW00024235	I	2	4829.39
24310	AW00024310	I	2	4829.39
13713	AW00013713	I	2	4828.31
23281	AW00023281	I	2	4828.11
23283	AW00023283	I	2	4828.11
23306	AW00023306	I	2	4828.11
23351	AW00023351	I	2	4828.11
23397	AW00023397	I	2	4828.11
23725	AW00023725	I	2	4828.11
23730	AW00023730	I	2	4828.11
23731	AW00023731	I	2	4828.11
23842	AW00023842	I	2	4828.11
23846	AW00023846	I	2	4828.11
23866	AW00023866	I	2	4828.11
24342	AW00024342	I	2	4828.11
28298	AW00028298	I	2	4828.11
15391	AW00015391	I	2	4828.01
28662	AW00028662	I	2	4827.1
18457	AW00018457	I	2	4826.23
12986	AW00012986	I	2	4823.01
28666	AW00028666	I	2	4822.11
17922	AW00017922	I	2	4821.72
16534	AW00016534	I	2	4820.5
12929	AW00012929	I	2	4820.31
13380	AW00013380	I	2	4820.31
13657	AW00013657	I	2	4819.3
13440	AW00013440	I	2	4818.53
12941	AW00012941	I	2	4818.33
24332	AW00024332	I	2	4816.09
12122	AW00012122	I	2	4814.04
16000	AW00016000	I	2	4813.95
11979	AW00011979	I	2	4813.76
15490	AW00015490	I	2	4813.52
13016	AW00013016	I	2	4813.32
13208	AW00013208	I	2	4813.32
13484	AW00013484	I	2	4813.32
13246	AW00013246	I	2	4813.31
15850	AW00015850	I	2	4813.04
12060	AW00012060	I	2	4811.54
12177	AW00012177	I	2	4811.5
13425	AW00013425	I	2	4810.31
13894	AW00013894	I	2	4810.29
12981	AW00012981	I	2	4809.81
23172	AW00023172	I	2	4809.39
13329	AW00013329	I	2	4807.31
13424	AW00013424	I	2	4807.31
23164	AW00023164	I	2	4807.1
13086	AW00013086	I	2	4805.62
12921	AW00012921	I	2	4803.33
13087	AW00013087	I	2	4803.33
13205	AW00013205	I	2	4803.32
14597	AW00014597	I	2	4803.31
23209	AW00023209	I	2	4802.11
23819	AW00023819	I	2	4802.11
23829	AW00023829	I	2	4802.11
23830	AW00023830	I	2	4802.11
23867	AW00023867	I	2	4802.11
13452	AW00013452	I	2	4800.3
12154	AW00012154	I	2	4798.53
13142	AW00013142	I	2	4798.34
13401	AW00013401	I	2	4798.34
13420	AW00013420	I	2	4798.33
13249	AW00013249	I	2	4795.34
12926	AW00012926	I	2	4795.31
13221	AW00013221	I	2	4795.31
14478	AW00014478	I	2	4795.01
12935	AW00012935	I	2	4794.31
13402	AW00013402	I	2	4793.33
15916	AW00015916	I	2	4793.27
24309	AW00024309	I	2	4793.12
28580	AW00028580	I	2	4793.12
28664	AW00028664	I	2	4793.12
15201	AW00015201	I	2	4793.02
17915	AW00017915	I	2	4792.73
11942	AW00011942	I	3	4792.29
15876	AW00015876	I	2	4789.02
13977	AW00013977	I	2	4788.57
17916	AW00017916	I	2	4787.74
13658	AW00013658	I	2	4787.61
16482	AW00016482	I	2	4783.74
15395	AW00015395	I	2	4780.02
13093	AW00013093	I	2	4778.33
13369	AW00013369	I	2	4778.33
11944	AW00011944	I	3	4776.27
14436	AW00014436	I	2	4776.01
13565	AW00013565	I	2	4775.63
13896	AW00013896	I	2	4775.63
13978	AW00013978	I	2	4775.3
14459	AW00014459	I	2	4775.01
12710	AW00012710	I	2	4774.04
13063	AW00013063	I	2	4773.33
13450	AW00013450	I	2	4773.33
11835	AW00011835	I	2	4772.3
16431	AW00016431	I	2	4769.4
13418	AW00013418	I	2	4768.05
16931	AW00016931	I	2	4767.73
13284	AW00013284	I	2	4767.53
13189	AW00013189	I	2	4765.63
13361	AW00013361	I	2	4765.63
13873	AW00013873	I	2	4765.63
19048	AW00019048	I	2	4765.63
14041	AW00014041	I	2	4765.02
13909	AW00013909	I	2	4764.02
12918	AW00012918	I	2	4763.34
13287	AW00013287	I	2	4763.34
13887	AW00013887	I	2	4763.34
19036	AW00019036	I	2	4763.34
16514	AW00016514	I	2	4761.74
17909	AW00017909	I	2	4761.74
15906	AW00015906	I	2	4761.03
12950	AW00012950	I	2	4760.32
13088	AW00013088	I	2	4760.32
19073	AW00019073	I	2	4760.32
22904	AW00022904	I	2	4759.99
13345	AW00013345	I	2	4759.51
21969	AW00021969	I	2	4759.47
16526	AW00016526	I	2	4758.24
17478	AW00017478	I	2	4758.24
17733	AW00017733	I	2	4758.24
11739	AW00011739	I	2	4758.03
13176	AW00013176	I	2	4753.32
16519	AW00016519	I	2	4752.75
16525	AW00016525	I	2	4752.75
16527	AW00016527	I	2	4752.75
16529	AW00016529	I	2	4752.75
17732	AW00017732	I	2	4752.75
17735	AW00017735	I	2	4752.75
17912	AW00017912	I	2	4752.75
17923	AW00017923	I	2	4752.75
18331	AW00018331	I	2	4752.75
18332	AW00018332	I	2	4752.75
18452	AW00018452	I	2	4752.75
18462	AW00018462	I	2	4752.75
18465	AW00018465	I	2	4752.75
18766	AW00018766	I	2	4752.75
17730	AW00017730	I	2	4752.23
13660	AW00013660	I	2	4750.01
14605	AW00014605	I	2	4750.01
13366	AW00013366	I	2	4749.04
19070	AW00019070	I	2	4748.33
18461	AW00018461	I	2	4748.24
11947	AW00011947	I	3	4747.3
15997	AW00015997	I	2	4746.34
14281	AW00014281	I	2	4746.3
15362	AW00015362	I	2	4745.02
17370	AW00017370	I	2	4742.74
17736	AW00017736	I	2	4742.74
14118	AW00014118	I	2	4741.34
22197	AW00022197	I	2	4740.98
13032	AW00013032	I	2	4740.63
13489	AW00013489	I	2	4740.63
12113	AW00012113	I	2	4737.53
13101	AW00013101	I	2	4736.03
12011	AW00012011	I	3	4735.81
11943	AW00011943	I	3	4734.29
16515	AW00016515	I	2	4733.75
16516	AW00016516	I	2	4733.75
16524	AW00016524	I	2	4733.75
16929	AW00016929	I	2	4733.75
17904	AW00017904	I	2	4733.75
17913	AW00017913	I	2	4733.75
17917	AW00017917	I	2	4733.75
17918	AW00017918	I	2	4733.75
17919	AW00017919	I	2	4733.75
17920	AW00017920	I	2	4733.75
17924	AW00017924	I	2	4733.75
18458	AW00018458	I	2	4733.75
21225	AW00021225	I	2	4732.86
11984	AW00011984	I	2	4730.32
17728	AW00017728	I	2	4730.03
16520	AW00016520	I	2	4727.74
17927	AW00017927	I	2	4726.04
18463	AW00018463	I	2	4726.04
15187	AW00015187	I	2	4725.32
21968	AW00021968	I	2	4722.88
17726	AW00017726	I	2	4721.73
13343	AW00013343	I	2	4720.27
15567	AW00015567	I	2	4720.27
15363	AW00015363	I	2	4719.04
12114	AW00012114	I	2	4719.02
11328	AW00011328	I	2	4718.04
14606	AW00014606	I	2	4716.02
17926	AW00017926	I	2	4715.7
16476	AW00016476	I	2	4715.49
21555	AW00021555	I	2	4715.49
13908	AW00013908	I	2	4715.33
21944	AW00021944	I	2	4713.89
26014	AW00026014	I	2	4713.33
23858	AW00023858	I	2	4712.74
12089	AW00012089	I	2	4710.03
181	AW00000181	S	4	4708.49
13328	AW00013328	I	2	4708.02
16559	AW00016559	I	2	4705.48
21570	AW00021570	I	2	4705.48
25951	AW00025951	I	2	4703.31
15176	AW00015176	I	2	4703.03
16533	AW00016533	I	2	4702.39
21560	AW00021560	I	2	4702.39
21959	AW00021959	I	2	4702.39
25917	AW00025917	I	2	4699.82
26002	AW00026002	I	2	4699.31
26004	AW00026004	I	2	4698.81
16517	AW00016517	I	2	4698.76
16518	AW00016518	I	2	4698.76
16521	AW00016521	I	2	4698.76
16522	AW00016522	I	2	4698.76
16523	AW00016523	I	2	4698.76
16528	AW00016528	I	2	4698.76
16928	AW00016928	I	2	4698.76
17725	AW00017725	I	2	4698.76
17734	AW00017734	I	2	4698.76
17910	AW00017910	I	2	4698.76
17911	AW00017911	I	2	4698.76
17914	AW00017914	I	2	4698.76
17921	AW00017921	I	2	4698.76
17925	AW00017925	I	2	4698.76
18334	AW00018334	I	2	4698.76
18464	AW00018464	I	2	4698.76
11946	AW00011946	I	3	4697.31
16433	AW00016433	I	2	4696.49
16436	AW00016436	I	2	4696.49
16540	AW00016540	I	2	4696.49
21219	AW00021219	I	2	4696.49
21886	AW00021886	I	2	4696.49
21958	AW00021958	I	2	4696.49
22199	AW00022199	I	2	4693.88
13460	AW00013460	I	2	4693.04
16408	AW00016408	I	2	4692.88
446	AW00000446	S	4	4689.13
21404	AW00021404	I	2	4684.39
22913	AW00022913	I	2	4684.39
26016	AW00026016	I	2	4683.3
13220	AW00013220	I	2	4682.53
214	AW00000214	S	6	4680.93
15917	AW00015917	I	2	4679.06
16388	AW00016388	I	2	4673.88
16475	AW00016475	I	2	4673.88
21165	AW00021165	I	2	4673.88
22181	AW00022181	I	2	4673.88
22929	AW00022929	I	2	4673.88
25886	AW00025886	I	2	4673.31
25887	AW00025887	I	2	4673.31
26001	AW00026001	I	2	4673.31
22202	AW00022202	I	2	4671.74
16513	AW00016513	I	2	4669.45
21553	AW00021553	I	2	4666.5
21878	AW00021878	I	2	4663.79
21893	AW00021893	I	2	4663.79
21899	AW00021899	I	2	4663.79
22000	AW00022000	I	2	4663.79
22860	AW00022860	I	2	4663.79
21876	AW00021876	I	2	4663.38
21218	AW00021218	I	2	4661.5
21873	AW00021873	I	2	4661.5
22198	AW00022198	I	2	4661.5
22908	AW00022908	I	2	4661.5
16394	AW00016394	I	2	4659.9
16411	AW00016411	I	2	4659.9
16538	AW00016538	I	2	4659.9
21173	AW00021173	I	2	4659.9
21214	AW00021214	I	2	4659.9
21217	AW00021217	I	2	4659.9
21418	AW00021418	I	2	4659.9
21572	AW00021572	I	2	4659.9
21949	AW00021949	I	2	4659.9
21966	AW00021966	I	2	4659.9
21994	AW00021994	I	2	4659.9
22200	AW00022200	I	2	4659.9
22854	AW00022854	I	2	4659.9
22912	AW00022912	I	2	4659.9
16316	AW00016316	I	2	4659.8
21226	AW00021226	I	2	4659.8
21568	AW00021568	I	2	4659.8
21946	AW00021946	I	2	4659.8
25879	AW00025879	I	2	4658.82
25909	AW00025909	I	2	4658.81
25985	AW00025985	I	2	4658.81
26093	AW00026093	I	2	4657.81
19196	AW00019196	I	3	4657.74
13273	AW00013273	I	2	4657.53
16390	AW00016390	I	2	4657.51
21167	AW00021167	I	2	4657.51
21183	AW00021183	I	2	4657.51
21394	AW00021394	I	2	4657.51
21895	AW00021895	I	2	4657.51
22850	AW00022850	I	2	4657.51
25889	AW00025889	I	2	4651.11
25878	AW00025878	I	2	4649.83
25895	AW00025895	I	2	4649.83
25916	AW00025916	I	2	4649.83
25964	AW00025964	I	2	4649.83
25969	AW00025969	I	2	4649.83
25998	AW00025998	I	2	4649.83
25993	AW00025993	I	2	4648.31
26003	AW00026003	I	2	4648.31
26094	AW00026094	I	2	4648.31
16327	AW00016327	I	2	4647.88
21169	AW00021169	I	2	4647.88
22921	AW00022921	I	2	4647.88
13319	AW00013319	I	2	4647.51
18626	AW00018626	I	3	4644.75
25865	AW00025865	I	2	4643.83
25955	AW00025955	I	2	4643.83
21885	AW00021885	I	2	4641.85
19311	AW00019311	I	3	4640.26
25987	AW00025987	I	2	4639.83
13866	AW00013866	I	2	4639.51
16389	AW00016389	I	2	4638.89
16430	AW00016430	I	2	4638.89
21874	AW00021874	I	2	4638.89
21987	AW00021987	I	2	4638.89
13359	AW00013359	I	2	4637.84
113	AW00000113	S	4	4636.42
16432	AW00016432	I	2	4633.9
16560	AW00016560	I	2	4633.9
21203	AW00021203	I	2	4633.9
22194	AW00022194	I	2	4633.9
22845	AW00022845	I	2	4633.9
16422	AW00016422	I	2	4632.86
16451	AW00016451	I	2	4632.86
21202	AW00021202	I	2	4632.86
21562	AW00021562	I	2	4632.86
21947	AW00021947	I	2	4632.86
21956	AW00021956	I	2	4632.86
22180	AW00022180	I	2	4632.86
22196	AW00022196	I	2	4632.86
22851	AW00022851	I	2	4632.86
25863	AW00025863	I	2	4631.11
483	AW00000483	S	3	4631.07
25876	AW00025876	I	2	4629.07
13468	AW00013468	I	2	4626.52
25994	AW00025994	I	2	4626.11
16391	AW00016391	I	2	4624.91
16466	AW00016466	I	2	4624.91
16548	AW00016548	I	2	4624.91
21168	AW00021168	I	2	4624.91
21215	AW00021215	I	2	4624.91
21402	AW00021402	I	2	4624.91
21408	AW00021408	I	2	4624.91
21552	AW00021552	I	2	4624.91
21571	AW00021571	I	2	4624.91
21877	AW00021877	I	2	4624.91
21889	AW00021889	I	2	4624.91
21894	AW00021894	I	2	4624.91
21943	AW00021943	I	2	4624.91
22203	AW00022203	I	2	4624.91
22905	AW00022905	I	2	4624.91
22906	AW00022906	I	2	4624.91
25977	AW00025977	I	2	4624.83
25984	AW00025984	I	2	4624.83
25986	AW00025986	I	2	4624.83
26050	AW00026050	I	2	4624.83
25910	AW00025910	I	2	4623.83
25997	AW00025997	I	2	4623.83
26005	AW00026005	I	2	4623.83
25888	AW00025888	I	2	4623.82
12975	AW00012975	I	2	4618.53
13348	AW00013348	I	2	4615.03
13529	AW00013529	I	2	4614.86
26015	AW00026015	I	2	4614.84
13304	AW00013304	I	2	4612.51
19197	AW00019197	I	3	4609.74
13525	AW00013525	I	2	4607.23
13947	AW00013947	I	2	4605.04
25866	AW00025866	I	2	4603.82
25970	AW00025970	I	2	4603.82
25905	AW00025905	I	2	4598.83
25942	AW00025942	I	2	4598.83
25952	AW00025952	I	2	4598.83
25996	AW00025996	I	2	4598.83
13173	AW00013173	I	2	4598.01
13907	AW00013907	I	2	4596.55
13431	AW00013431	I	2	4592.5
15600	AW00015600	I	2	4590.4
19884	AW00019884	I	2	4588.45
27250	AW00027250	I	2	4587.96
13233	AW00013233	I	2	4587.51
13429	AW00013429	I	2	4587.03
13997	AW00013997	I	2	4586.35
13152	AW00013152	I	2	4582.51
13456	AW00013456	I	2	4582.51
13064	AW00013064	I	2	4579.47
13278	AW00013278	I	2	4578.52
13403	AW00013403	I	2	4578.52
13316	AW00013316	I	2	4576.53
13453	AW00013453	I	2	4576.53
13384	AW00013384	I	2	4573.52
13288	AW00013288	I	2	4573.5
13730	AW00013730	I	2	4571.02
13400	AW00013400	I	2	4568.5
13212	AW00013212	I	2	4564.49
13226	AW00013226	I	2	4564.49
28419	AW00028419	I	2	4564.46
19987	AW00019987	I	2	4564.45
13948	AW00013948	I	2	4562.03
13355	AW00013355	I	2	4558.53
12949	AW00012949	I	2	4558.52
13174	AW00013174	I	2	4558.52
13202	AW00013202	I	2	4558.52
13280	AW00013280	I	2	4558.52
13325	AW00013325	I	2	4558.52
13895	AW00013895	I	2	4558.52
13462	AW00013462	I	2	4558.01
19988	AW00019988	I	2	4555.47
28394	AW00028394	I	2	4555.47
28395	AW00028395	I	2	4554.46
13733	AW00013733	I	2	4553.52
12980	AW00012980	I	2	4552.52
27459	AW00027459	I	2	4552.13
12934	AW00012934	I	2	4551.53
16308	AW00016308	I	2	4551.52
13520	AW00013520	I	2	4551.36
13526	AW00013526	I	2	4549.76
11598	AW00011598	I	2	4548.7
13247	AW00013247	I	2	4548.52
13905	AW00013905	I	2	4548.52
13911	AW00013911	I	2	4548.52
13949	AW00013949	I	2	4548.52
13385	AW00013385	I	2	4548.5
13912	AW00013912	I	2	4548.02
13353	AW00013353	I	2	4547.5
13653	AW00013653	I	2	4546.79
13340	AW00013340	I	2	4546.52
27452	AW00027452	I	2	4544.47
19874	AW00019874	I	2	4544.45
13357	AW00013357	I	2	4543.83
13315	AW00013315	I	2	4541.53
27281	AW00027281	I	2	4540.47
27294	AW00027294	I	2	4540.47
11587	AW00011587	I	2	4540.38
28393	AW00028393	I	2	4539.46
28418	AW00028418	I	2	4539.46
16287	AW00016287	I	2	4538.84
318	AW00000318	S	4	4537.64
13446	AW00013446	I	2	4536.55
13443	AW00013443	I	2	4536.54
13886	AW00013886	I	2	4536.54
13224	AW00013224	I	2	4536.03
19298	AW00019298	I	3	4535.28
28420	AW00028420	I	2	4534.46
13279	AW00013279	I	2	4533.52
13433	AW00013433	I	2	4533.52
13447	AW00013447	I	2	4533.52
13487	AW00013487	I	2	4533.52
13865	AW00013865	I	2	4533.52
19829	AW00019829	I	2	4533.45
27455	AW00027455	I	2	4532.97
27542	AW00027542	I	2	4532.97
13083	AW00013083	I	2	4532.52
13725	AW00013725	I	2	4532.52
13528	AW00013528	I	2	4531.04
20023	AW00020023	I	2	4530.47
13527	AW00013527	I	2	4529.04
13524	AW00013524	I	2	4528.75
