SalesOrderID	OrderDate	CustomerID	AccountNumber	SalesPersonID	SalesPersonTerritoryID	CommissionPct	TotalDue
67253	2004-03-31 00:00:00	23666	AW00023666	NULL	NULL	NULL	2710.61
67254	2004-03-31 00:00:00	23186	AW00023186	NULL	NULL	NULL	606.62
67255	2004-03-31 00:00:00	21141	AW00021141	NULL	NULL	NULL	1276.81
67256	2004-03-31 00:00:00	21143	AW00021143	NULL	NULL	NULL	1276.81
67257	2004-03-31 00:00:00	17871	AW00017871	NULL	NULL	NULL	1911.62
67258	2004-03-31 00:00:00	27885	AW00027885	NULL	NULL	NULL	666.86
67259	2004-03-31 00:00:00	11489	AW00011489	NULL	NULL	NULL	2644.33
67141	2004-03-30 00:00:00	15921	AW00015921	NULL	NULL	NULL	1918.26
67142	2004-03-30 00:00:00	11431	AW00011431	NULL	NULL	NULL	1933.71
67143	2004-03-30 00:00:00	18164	AW00018164	NULL	NULL	NULL	2574.63
67144	2004-03-30 00:00:00	17202	AW00017202	NULL	NULL	NULL	2607.2
67145	2004-03-30 00:00:00	17216	AW00017216	NULL	NULL	NULL	2618.81
67146	2004-03-30 00:00:00	11501	AW00011501	NULL	NULL	NULL	38.66
67147	2004-03-30 00:00:00	13013	AW00013013	NULL	NULL	NULL	165.73
67148	2004-03-30 00:00:00	12665	AW00012665	NULL	NULL	NULL	71.79
67149	2004-03-30 00:00:00	15605	AW00015605	NULL	NULL	NULL	27.61
67150	2004-03-30 00:00:00	16699	AW00016699	NULL	NULL	NULL	38.65
67151	2004-03-30 00:00:00	17496	AW00017496	NULL	NULL	NULL	122.61
67152	2004-03-30 00:00:00	14683	AW00014683	NULL	NULL	NULL	27.61
67153	2004-03-30 00:00:00	26157	AW00026157	NULL	NULL	NULL	77.34
67154	2004-03-30 00:00:00	25239	AW00025239	NULL	NULL	NULL	8.04
67155	2004-03-30 00:00:00	16694	AW00016694	NULL	NULL	NULL	43.07
67156	2004-03-30 00:00:00	18141	AW00018141	NULL	NULL	NULL	2619.91
67157	2004-03-30 00:00:00	16466	AW00016466	NULL	NULL	NULL	2699.9
67158	2004-03-30 00:00:00	11711	AW00011711	NULL	NULL	NULL	33.13
67159	2004-03-30 00:00:00	25293	AW00025293	NULL	NULL	NULL	74.69
67160	2004-03-30 00:00:00	22075	AW00022075	NULL	NULL	NULL	159.62
67161	2004-03-30 00:00:00	23349	AW00023349	NULL	NULL	NULL	72.87
67162	2004-03-30 00:00:00	20738	AW00020738	NULL	NULL	NULL	26.49
67163	2004-03-30 00:00:00	22223	AW00022223	NULL	NULL	NULL	38.65
67164	2004-03-30 00:00:00	11300	AW00011300	NULL	NULL	NULL	19.08
67165	2004-03-30 00:00:00	21457	AW00021457	NULL	NULL	NULL	77.32
67166	2004-03-30 00:00:00	21260	AW00021260	NULL	NULL	NULL	16.55
67167	2004-03-30 00:00:00	19551	AW00019551	NULL	NULL	NULL	77.34
67168	2004-03-30 00:00:00	17377	AW00017377	NULL	NULL	NULL	5.51
67169	2004-03-30 00:00:00	24659	AW00024659	NULL	NULL	NULL	16.83
67170	2004-03-30 00:00:00	13950	AW00013950	NULL	NULL	NULL	26.82
67171	2004-03-30 00:00:00	16279	AW00016279	NULL	NULL	NULL	54.11
67172	2004-03-30 00:00:00	21539	AW00021539	NULL	NULL	NULL	38.65
67173	2004-03-30 00:00:00	20943	AW00020943	NULL	NULL	NULL	41.18
67174	2004-03-30 00:00:00	21119	AW00021119	NULL	NULL	NULL	28.16
67175	2004-03-30 00:00:00	29437	AW00029437	NULL	NULL	NULL	28.16
67176	2004-03-30 00:00:00	25581	AW00025581	NULL	NULL	NULL	38.09
67177	2004-03-30 00:00:00	27158	AW00027158	NULL	NULL	NULL	6.94
67178	2004-03-30 00:00:00	11875	AW00011875	NULL	NULL	NULL	82.85
67179	2004-03-30 00:00:00	14194	AW00014194	NULL	NULL	NULL	110.46
67180	2004-03-30 00:00:00	18382	AW00018382	NULL	NULL	NULL	79.53
67181	2004-03-30 00:00:00	12393	AW00012393	NULL	NULL	NULL	82.3
67182	2004-03-30 00:00:00	12789	AW00012789	NULL	NULL	NULL	2654.15
67183	2004-03-30 00:00:00	15565	AW00015565	NULL	NULL	NULL	2560.25
67184	2004-03-30 00:00:00	17625	AW00017625	NULL	NULL	NULL	2687.3
67185	2004-03-30 00:00:00	13270	AW00013270	NULL	NULL	NULL	2646.42
67186	2004-03-30 00:00:00	15127	AW00015127	NULL	NULL	NULL	2580.15
67187	2004-03-30 00:00:00	15129	AW00015129	NULL	NULL	NULL	2535.96
67188	2004-03-30 00:00:00	23658	AW00023658	NULL	NULL	NULL	1939.25
67189	2004-03-30 00:00:00	12575	AW00012575	NULL	NULL	NULL	683.97
67190	2004-03-30 00:00:00	27096	AW00027096	NULL	NULL	NULL	2673.06
67191	2004-03-30 00:00:00	29258	AW00029258	NULL	NULL	NULL	830.23
67192	2004-03-30 00:00:00	29252	AW00029252	NULL	NULL	NULL	896.51
67193	2004-03-30 00:00:00	26723	AW00026723	NULL	NULL	NULL	2671.95
67194	2004-03-30 00:00:00	26536	AW00026536	NULL	NULL	NULL	2700.12
67195	2004-03-30 00:00:00	23846	AW00023846	NULL	NULL	NULL	1381.07
67196	2004-03-30 00:00:00	25951	AW00025951	NULL	NULL	NULL	1467.79
67197	2004-03-30 00:00:00	24789	AW00024789	NULL	NULL	NULL	2673.06
67198	2004-03-30 00:00:00	18085	AW00018085	NULL	NULL	NULL	1950.28
67199	2004-03-30 00:00:00	24024	AW00024024	NULL	NULL	NULL	666.86
67200	2004-03-30 00:00:00	24384	AW00024384	NULL	NULL	NULL	2683
67201	2004-03-30 00:00:00	29455	AW00029455	NULL	NULL	NULL	830.23
67081	2004-03-29 00:00:00	17249	AW00017249	NULL	NULL	NULL	937.56
67082	2004-03-29 00:00:00	17971	AW00017971	NULL	NULL	NULL	1918.26
67083	2004-03-29 00:00:00	28787	AW00028787	NULL	NULL	NULL	15.45
67084	2004-03-29 00:00:00	22020	AW00022020	NULL	NULL	NULL	62.95
67085	2004-03-29 00:00:00	29083	AW00029083	NULL	NULL	NULL	4.41
67086	2004-03-29 00:00:00	13628	AW00013628	NULL	NULL	NULL	43.07
67087	2004-03-29 00:00:00	13116	AW00013116	NULL	NULL	NULL	43.07
67088	2004-03-29 00:00:00	12624	AW00012624	NULL	NULL	NULL	2574.63
67089	2004-03-29 00:00:00	17103	AW00017103	NULL	NULL	NULL	2579.58
67090	2004-03-29 00:00:00	18158	AW00018158	NULL	NULL	NULL	2535.96
67091	2004-03-29 00:00:00	17981	AW00017981	NULL	NULL	NULL	596.69
67092	2004-03-29 00:00:00	26463	AW00026463	NULL	NULL	NULL	30.14
67093	2004-03-29 00:00:00	11262	AW00011262	NULL	NULL	NULL	30.69
67094	2004-03-29 00:00:00	12532	AW00012532	NULL	NULL	NULL	40.08
67095	2004-03-29 00:00:00	25860	AW00025860	NULL	NULL	NULL	30.14
67096	2004-03-29 00:00:00	25833	AW00025833	NULL	NULL	NULL	40.43
67097	2004-03-29 00:00:00	23671	AW00023671	NULL	NULL	NULL	214.35
67098	2004-03-29 00:00:00	11824	AW00011824	NULL	NULL	NULL	67.49
67099	2004-03-29 00:00:00	23240	AW00023240	NULL	NULL	NULL	77.32
67100	2004-03-29 00:00:00	23514	AW00023514	NULL	NULL	NULL	77.32
67101	2004-03-29 00:00:00	21729	AW00021729	NULL	NULL	NULL	55.22
67102	2004-03-29 00:00:00	20431	AW00020431	NULL	NULL	NULL	16.55
67103	2004-03-29 00:00:00	27724	AW00027724	NULL	NULL	NULL	77.34
67104	2004-03-29 00:00:00	18886	AW00018886	NULL	NULL	NULL	77.34
67105	2004-03-29 00:00:00	19126	AW00019126	NULL	NULL	NULL	77.34
67106	2004-03-29 00:00:00	17529	AW00017529	NULL	NULL	NULL	15.45
67107	2004-03-29 00:00:00	18682	AW00018682	NULL	NULL	NULL	77.34
67108	2004-03-29 00:00:00	14573	AW00014573	NULL	NULL	NULL	44.18
67109	2004-03-29 00:00:00	13376	AW00013376	NULL	NULL	NULL	34.22
67110	2004-03-29 00:00:00	14556	AW00014556	NULL	NULL	NULL	22.07
67111	2004-03-29 00:00:00	13951	AW00013951	NULL	NULL	NULL	62.95
67112	2004-03-29 00:00:00	11355	AW00011355	NULL	NULL	NULL	15.45
67113	2004-03-29 00:00:00	20900	AW00020900	NULL	NULL	NULL	87.25
67114	2004-03-29 00:00:00	23604	AW00023604	NULL	NULL	NULL	4.41
67115	2004-03-29 00:00:00	11474	AW00011474	NULL	NULL	NULL	55.22
67116	2004-03-29 00:00:00	22563	AW00022563	NULL	NULL	NULL	14.34
67117	2004-03-29 00:00:00	24545	AW00024545	NULL	NULL	NULL	77.32
67118	2004-03-29 00:00:00	12295	AW00012295	NULL	NULL	NULL	43.07
67119	2004-03-29 00:00:00	24122	AW00024122	NULL	NULL	NULL	5.51
67120	2004-03-29 00:00:00	24156	AW00024156	NULL	NULL	NULL	6.94
67121	2004-03-29 00:00:00	14986	AW00014986	NULL	NULL	NULL	76.21
67122	2004-03-29 00:00:00	25527	AW00025527	NULL	NULL	NULL	8.04
67123	2004-03-29 00:00:00	12894	AW00012894	NULL	NULL	NULL	38.67
67124	2004-03-29 00:00:00	12028	AW00012028	NULL	NULL	NULL	44.19
67125	2004-03-29 00:00:00	13168	AW00013168	NULL	NULL	NULL	82.85
67126	2004-03-29 00:00:00	12329	AW00012329	NULL	NULL	NULL	55.24
67127	2004-03-29 00:00:00	15984	AW00015984	NULL	NULL	NULL	2587.88
67128	2004-03-29 00:00:00	13265	AW00013265	NULL	NULL	NULL	852.33
67129	2004-03-29 00:00:00	16598	AW00016598	NULL	NULL	NULL	2644.33
67130	2004-03-29 00:00:00	26023	AW00026023	NULL	NULL	NULL	1253.59
67131	2004-03-29 00:00:00	25832	AW00025832	NULL	NULL	NULL	1272.69
67132	2004-03-29 00:00:00	25960	AW00025960	NULL	NULL	NULL	1297.8
67133	2004-03-29 00:00:00	14275	AW00014275	NULL	NULL	NULL	2605.51
67134	2004-03-29 00:00:00	14230	AW00014230	NULL	NULL	NULL	2563.59
67135	2004-03-29 00:00:00	27017	AW00027017	NULL	NULL	NULL	2710.61
67136	2004-03-29 00:00:00	23516	AW00023516	NULL	NULL	NULL	662.41
67137	2004-03-29 00:00:00	21160	AW00021160	NULL	NULL	NULL	1961.89
67138	2004-03-29 00:00:00	24197	AW00024197	NULL	NULL	NULL	1276.81
67139	2004-03-29 00:00:00	12620	AW00012620	NULL	NULL	NULL	630.37
67140	2004-03-29 00:00:00	27856	AW00027856	NULL	NULL	NULL	639.2
67018	2004-03-28 00:00:00	11185	AW00011185	NULL	NULL	NULL	38.66
67019	2004-03-28 00:00:00	25125	AW00025125	NULL	NULL	NULL	75.68
67020	2004-03-28 00:00:00	26155	AW00026155	NULL	NULL	NULL	142.51
67021	2004-03-28 00:00:00	12369	AW00012369	NULL	NULL	NULL	2.53
67022	2004-03-28 00:00:00	18326	AW00018326	NULL	NULL	NULL	69.59
67023	2004-03-28 00:00:00	18175	AW00018175	NULL	NULL	NULL	2613.29
67024	2004-03-28 00:00:00	12712	AW00012712	NULL	NULL	NULL	2643.12
67025	2004-03-28 00:00:00	12480	AW00012480	NULL	NULL	NULL	2574.63
67026	2004-03-28 00:00:00	20167	AW00020167	NULL	NULL	NULL	2699.9
67027	2004-03-28 00:00:00	14424	AW00014424	NULL	NULL	NULL	2715.35
67028	2004-03-28 00:00:00	20910	AW00020910	NULL	NULL	NULL	678.41
67029	2004-03-28 00:00:00	11294	AW00011294	NULL	NULL	NULL	2.53
67030	2004-03-28 00:00:00	16358	AW00016358	NULL	NULL	NULL	4.41
67031	2004-03-28 00:00:00	11330	AW00011330	NULL	NULL	NULL	9.93
67032	2004-03-28 00:00:00	28864	AW00028864	NULL	NULL	NULL	32.02
67033	2004-03-28 00:00:00	25179	AW00025179	NULL	NULL	NULL	79.1
67034	2004-03-28 00:00:00	23805	AW00023805	NULL	NULL	NULL	36.02
67035	2004-03-28 00:00:00	23782	AW00023782	NULL	NULL	NULL	77.32
67036	2004-03-28 00:00:00	25166	AW00025166	NULL	NULL	NULL	148.69
67037	2004-03-28 00:00:00	22134	AW00022134	NULL	NULL	NULL	159.62
67038	2004-03-28 00:00:00	16876	AW00016876	NULL	NULL	NULL	11.04
67039	2004-03-28 00:00:00	20514	AW00020514	NULL	NULL	NULL	55.22
67040	2004-03-28 00:00:00	19649	AW00019649	NULL	NULL	NULL	87.27
67041	2004-03-28 00:00:00	17448	AW00017448	NULL	NULL	NULL	71.24
67042	2004-03-28 00:00:00	16236	AW00016236	NULL	NULL	NULL	109.35
67043	2004-03-28 00:00:00	16901	AW00016901	NULL	NULL	NULL	44.18
67044	2004-03-28 00:00:00	15258	AW00015258	NULL	NULL	NULL	5.51
67045	2004-03-28 00:00:00	20632	AW00020632	NULL	NULL	NULL	24.29
67046	2004-03-28 00:00:00	20300	AW00020300	NULL	NULL	NULL	79.53
67047	2004-03-28 00:00:00	19839	AW00019839	NULL	NULL	NULL	138.11
67048	2004-03-28 00:00:00	16934	AW00016934	NULL	NULL	NULL	29.8
67049	2004-03-28 00:00:00	12842	AW00012842	NULL	NULL	NULL	36.02
67050	2004-03-28 00:00:00	16056	AW00016056	NULL	NULL	NULL	30.14
67051	2004-03-28 00:00:00	21823	AW00021823	NULL	NULL	NULL	5.51
67052	2004-03-28 00:00:00	27804	AW00027804	NULL	NULL	NULL	59.65
67053	2004-03-28 00:00:00	24086	AW00024086	NULL	NULL	NULL	59.65
67054	2004-03-28 00:00:00	13532	AW00013532	NULL	NULL	NULL	8.04
67055	2004-03-28 00:00:00	11180	AW00011180	NULL	NULL	NULL	109.91
67056	2004-03-28 00:00:00	11192	AW00011192	NULL	NULL	NULL	82.85
67057	2004-03-28 00:00:00	12787	AW00012787	NULL	NULL	NULL	41.21
67058	2004-03-28 00:00:00	12019	AW00012019	NULL	NULL	NULL	82.85
67059	2004-03-28 00:00:00	12936	AW00012936	NULL	NULL	NULL	44.19
67060	2004-03-28 00:00:00	13262	AW00013262	NULL	NULL	NULL	9.93
67061	2004-03-28 00:00:00	11477	AW00011477	NULL	NULL	NULL	38.66
67062	2004-03-28 00:00:00	12566	AW00012566	NULL	NULL	NULL	65.17
67063	2004-03-28 00:00:00	12503	AW00012503	NULL	NULL	NULL	65.17
67064	2004-03-28 00:00:00	22230	AW00022230	NULL	NULL	NULL	712.68
67065	2004-03-28 00:00:00	15918	AW00015918	NULL	NULL	NULL	2615.49
67066	2004-03-28 00:00:00	15569	AW00015569	NULL	NULL	NULL	2535.96
67067	2004-03-28 00:00:00	12885	AW00012885	NULL	NULL	NULL	2618.82
67068	2004-03-28 00:00:00	15771	AW00015771	NULL	NULL	NULL	2643.12
67069	2004-03-28 00:00:00	17613	AW00017613	NULL	NULL	NULL	2654.15
67070	2004-03-28 00:00:00	27136	AW00027136	NULL	NULL	NULL	1352.34
67071	2004-03-28 00:00:00	12608	AW00012608	NULL	NULL	NULL	1396.52
67072	2004-03-28 00:00:00	26223	AW00026223	NULL	NULL	NULL	2659.78
67073	2004-03-28 00:00:00	24249	AW00024249	NULL	NULL	NULL	635.35
67074	2004-03-28 00:00:00	14325	AW00014325	NULL	NULL	NULL	2538.49
67075	2004-03-28 00:00:00	14236	AW00014236	NULL	NULL	NULL	2618.82
67076	2004-03-28 00:00:00	14436	AW00014436	NULL	NULL	NULL	2673.06
67077	2004-03-28 00:00:00	21162	AW00021162	NULL	NULL	NULL	1276.81
67078	2004-03-28 00:00:00	20767	AW00020767	NULL	NULL	NULL	1238.14
67079	2004-03-28 00:00:00	28522	AW00028522	NULL	NULL	NULL	1323.76
67080	2004-03-28 00:00:00	12350	AW00012350	NULL	NULL	NULL	2652.38
66942	2004-03-27 00:00:00	12395	AW00012395	NULL	NULL	NULL	2640.93
66943	2004-03-27 00:00:00	12521	AW00012521	NULL	NULL	NULL	2615.49
66944	2004-03-27 00:00:00	13820	AW00013820	NULL	NULL	NULL	2574.64
66945	2004-03-27 00:00:00	17192	AW00017192	NULL	NULL	NULL	2626.54
66946	2004-03-27 00:00:00	16297	AW00016297	NULL	NULL	NULL	2535.96
66947	2004-03-27 00:00:00	17301	AW00017301	NULL	NULL	NULL	27.61
66948	2004-03-27 00:00:00	21227	AW00021227	NULL	NULL	NULL	29.8
66949	2004-03-27 00:00:00	18256	AW00018256	NULL	NULL	NULL	38.66
66950	2004-03-27 00:00:00	11362	AW00011362	NULL	NULL	NULL	55.24
66951	2004-03-27 00:00:00	14522	AW00014522	NULL	NULL	NULL	59.66
66952	2004-03-27 00:00:00	13845	AW00013845	NULL	NULL	NULL	2584.56
66953	2004-03-27 00:00:00	16533	AW00016533	NULL	NULL	NULL	2785.52
66954	2004-03-27 00:00:00	25775	AW00025775	NULL	NULL	NULL	2708.69
66955	2004-03-27 00:00:00	21666	AW00021666	NULL	NULL	NULL	915.46
66956	2004-03-27 00:00:00	15456	AW00015456	NULL	NULL	NULL	700.53
66957	2004-03-27 00:00:00	11176	AW00011176	NULL	NULL	NULL	38.66
66958	2004-03-27 00:00:00	12034	AW00012034	NULL	NULL	NULL	35.66
66959	2004-03-27 00:00:00	11711	AW00011711	NULL	NULL	NULL	65.17
66960	2004-03-27 00:00:00	28637	AW00028637	NULL	NULL	NULL	34.55
66961	2004-03-27 00:00:00	25176	AW00025176	NULL	NULL	NULL	40.43
66962	2004-03-27 00:00:00	15498	AW00015498	NULL	NULL	NULL	36.02
66963	2004-03-27 00:00:00	24749	AW00024749	NULL	NULL	NULL	71.79
66964	2004-03-27 00:00:00	25159	AW00025159	NULL	NULL	NULL	79.1
66965	2004-03-27 00:00:00	23501	AW00023501	NULL	NULL	NULL	41.18
66966	2004-03-27 00:00:00	22793	AW00022793	NULL	NULL	NULL	77.32
66967	2004-03-27 00:00:00	19150	AW00019150	NULL	NULL	NULL	38.65
66968	2004-03-27 00:00:00	23250	AW00023250	NULL	NULL	NULL	71.8
66969	2004-03-27 00:00:00	28779	AW00028779	NULL	NULL	NULL	26.49
66970	2004-03-27 00:00:00	20272	AW00020272	NULL	NULL	NULL	104.4
66971	2004-03-27 00:00:00	16092	AW00016092	NULL	NULL	NULL	8.04
66972	2004-03-27 00:00:00	14637	AW00014637	NULL	NULL	NULL	44.18
66973	2004-03-27 00:00:00	14391	AW00014391	NULL	NULL	NULL	24.29
66974	2004-03-27 00:00:00	16935	AW00016935	NULL	NULL	NULL	44.18
66975	2004-03-27 00:00:00	14248	AW00014248	NULL	NULL	NULL	62.95
66976	2004-03-27 00:00:00	23638	AW00023638	NULL	NULL	NULL	33.14
66977	2004-03-27 00:00:00	21512	AW00021512	NULL	NULL	NULL	27.61
66978	2004-03-27 00:00:00	19391	AW00019391	NULL	NULL	NULL	47.44
66979	2004-03-27 00:00:00	12596	AW00012596	NULL	NULL	NULL	76.21
66980	2004-03-27 00:00:00	22530	AW00022530	NULL	NULL	NULL	5.51
66981	2004-03-27 00:00:00	26900	AW00026900	NULL	NULL	NULL	53.01
66982	2004-03-27 00:00:00	23980	AW00023980	NULL	NULL	NULL	76.21
66983	2004-03-27 00:00:00	22419	AW00022419	NULL	NULL	NULL	66.82
66984	2004-03-27 00:00:00	11169	AW00011169	NULL	NULL	NULL	46.72
66985	2004-03-27 00:00:00	15461	AW00015461	NULL	NULL	NULL	5.51
66986	2004-03-27 00:00:00	11196	AW00011196	NULL	NULL	NULL	176.79
66987	2004-03-27 00:00:00	11949	AW00011949	NULL	NULL	NULL	38.67
66988	2004-03-27 00:00:00	19554	AW00019554	NULL	NULL	NULL	96.08
66989	2004-03-27 00:00:00	11876	AW00011876	NULL	NULL	NULL	82.85
66990	2004-03-27 00:00:00	12603	AW00012603	NULL	NULL	NULL	9.93
66991	2004-03-27 00:00:00	13333	AW00013333	NULL	NULL	NULL	24.29
66992	2004-03-27 00:00:00	19821	AW00019821	NULL	NULL	NULL	624.31
66993	2004-03-27 00:00:00	14754	AW00014754	NULL	NULL	NULL	885.96
66994	2004-03-27 00:00:00	15844	AW00015844	NULL	NULL	NULL	2598.92
66995	2004-03-27 00:00:00	12018	AW00012018	NULL	NULL	NULL	2688.98
66996	2004-03-27 00:00:00	15750	AW00015750	NULL	NULL	NULL	2547
66997	2004-03-27 00:00:00	15768	AW00015768	NULL	NULL	NULL	2587.88
66998	2004-03-27 00:00:00	15968	AW00015968	NULL	NULL	NULL	2560.25
66999	2004-03-27 00:00:00	15440	AW00015440	NULL	NULL	NULL	830.23
67000	2004-03-27 00:00:00	27142	AW00027142	NULL	NULL	NULL	874.41
67001	2004-03-27 00:00:00	17912	AW00017912	NULL	NULL	NULL	1297.8
67002	2004-03-27 00:00:00	14672	AW00014672	NULL	NULL	NULL	2663.02
67003	2004-03-27 00:00:00	14676	AW00014676	NULL	NULL	NULL	2648.64
67004	2004-03-27 00:00:00	14279	AW00014279	NULL	NULL	NULL	2582.68
67005	2004-03-27 00:00:00	26626	AW00026626	NULL	NULL	NULL	906.44
67006	2004-03-27 00:00:00	23789	AW00023789	NULL	NULL	NULL	1382.49
67007	2004-03-27 00:00:00	23159	AW00023159	NULL	NULL	NULL	622.07
67008	2004-03-27 00:00:00	23185	AW00023185	NULL	NULL	NULL	706.04
67009	2004-03-27 00:00:00	21147	AW00021147	NULL	NULL	NULL	1303.87
67010	2004-03-27 00:00:00	21253	AW00021253	NULL	NULL	NULL	1276.81
67011	2004-03-27 00:00:00	17404	AW00017404	NULL	NULL	NULL	1889.53
67012	2004-03-27 00:00:00	22663	AW00022663	NULL	NULL	NULL	635.35
67013	2004-03-27 00:00:00	24046	AW00024046	NULL	NULL	NULL	612.14
67014	2004-03-27 00:00:00	16823	AW00016823	NULL	NULL	NULL	2732.71
67015	2004-03-27 00:00:00	14323	AW00014323	NULL	NULL	NULL	852.33
67016	2004-03-27 00:00:00	12347	AW00012347	NULL	NULL	NULL	2673.06
67017	2004-03-27 00:00:00	12360	AW00012360	NULL	NULL	NULL	2634.4
66885	2004-03-26 00:00:00	17256	AW00017256	NULL	NULL	NULL	866.84
66886	2004-03-26 00:00:00	17257	AW00017257	NULL	NULL	NULL	997.22
66887	2004-03-26 00:00:00	17957	AW00017957	NULL	NULL	NULL	1918.26
66888	2004-03-26 00:00:00	17942	AW00017942	NULL	NULL	NULL	1895.04
66889	2004-03-26 00:00:00	11980	AW00011980	NULL	NULL	NULL	9.93
66890	2004-03-26 00:00:00	12034	AW00012034	NULL	NULL	NULL	44.18
66891	2004-03-26 00:00:00	25236	AW00025236	NULL	NULL	NULL	44.18
66892	2004-03-26 00:00:00	16332	AW00016332	NULL	NULL	NULL	40.08
66893	2004-03-26 00:00:00	12485	AW00012485	NULL	NULL	NULL	2591.47
66894	2004-03-26 00:00:00	15072	AW00015072	NULL	NULL	NULL	634.25
66895	2004-03-26 00:00:00	11203	AW00011203	NULL	NULL	NULL	2.53
66896	2004-03-26 00:00:00	12111	AW00012111	NULL	NULL	NULL	132.6
66897	2004-03-26 00:00:00	11619	AW00011619	NULL	NULL	NULL	43.07
66898	2004-03-26 00:00:00	25373	AW00025373	NULL	NULL	NULL	79.1
66899	2004-03-26 00:00:00	24948	AW00024948	NULL	NULL	NULL	40.43
66900	2004-03-26 00:00:00	25880	AW00025880	NULL	NULL	NULL	35.66
66901	2004-03-26 00:00:00	23215	AW00023215	NULL	NULL	NULL	55.21
66902	2004-03-26 00:00:00	16149	AW00016149	NULL	NULL	NULL	77.32
66903	2004-03-26 00:00:00	20539	AW00020539	NULL	NULL	NULL	16.55
66904	2004-03-26 00:00:00	20335	AW00020335	NULL	NULL	NULL	77.34
66905	2004-03-26 00:00:00	20010	AW00020010	NULL	NULL	NULL	77.34
66906	2004-03-26 00:00:00	17473	AW00017473	NULL	NULL	NULL	5.51
66907	2004-03-26 00:00:00	24220	AW00024220	NULL	NULL	NULL	75.06
66908	2004-03-26 00:00:00	16335	AW00016335	NULL	NULL	NULL	40.84
66909	2004-03-26 00:00:00	15174	AW00015174	NULL	NULL	NULL	110.39
66910	2004-03-26 00:00:00	19074	AW00019074	NULL	NULL	NULL	33.13
66911	2004-03-26 00:00:00	24869	AW00024869	NULL	NULL	NULL	44.18
66912	2004-03-26 00:00:00	17100	AW00017100	NULL	NULL	NULL	106.01
66913	2004-03-26 00:00:00	21850	AW00021850	NULL	NULL	NULL	5.51
66914	2004-03-26 00:00:00	20918	AW00020918	NULL	NULL	NULL	74.58
66915	2004-03-26 00:00:00	25650	AW00025650	NULL	NULL	NULL	66.82
66916	2004-03-26 00:00:00	11833	AW00011833	NULL	NULL	NULL	65.74
66917	2004-03-26 00:00:00	14331	AW00014331	NULL	NULL	NULL	62.95
66918	2004-03-26 00:00:00	14269	AW00014269	NULL	NULL	NULL	94.46
66919	2004-03-26 00:00:00	13718	AW00013718	NULL	NULL	NULL	683.97
66920	2004-03-26 00:00:00	14753	AW00014753	NULL	NULL	NULL	850.29
66921	2004-03-26 00:00:00	12883	AW00012883	NULL	NULL	NULL	2538.49
66922	2004-03-26 00:00:00	28528	AW00028528	NULL	NULL	NULL	830.23
66923	2004-03-26 00:00:00	15624	AW00015624	NULL	NULL	NULL	2710.61
66924	2004-03-26 00:00:00	15436	AW00015436	NULL	NULL	NULL	1879.59
66925	2004-03-26 00:00:00	25827	AW00025827	NULL	NULL	NULL	1297.8
66926	2004-03-26 00:00:00	25949	AW00025949	NULL	NULL	NULL	1307.73
66927	2004-03-26 00:00:00	24168	AW00024168	NULL	NULL	NULL	672.9
66928	2004-03-26 00:00:00	24174	AW00024174	NULL	NULL	NULL	596.69
66929	2004-03-26 00:00:00	29181	AW00029181	NULL	NULL	NULL	612.14
66930	2004-03-26 00:00:00	14326	AW00014326	NULL	NULL	NULL	2619.91
66931	2004-03-26 00:00:00	21418	AW00021418	NULL	NULL	NULL	2738.57
66932	2004-03-26 00:00:00	21557	AW00021557	NULL	NULL	NULL	2699.9
66933	2004-03-26 00:00:00	26537	AW00026537	NULL	NULL	NULL	2673.06
66934	2004-03-26 00:00:00	26538	AW00026538	NULL	NULL	NULL	2644.33
66935	2004-03-26 00:00:00	23386	AW00023386	NULL	NULL	NULL	606.62
66936	2004-03-26 00:00:00	23146	AW00023146	NULL	NULL	NULL	666.86
66937	2004-03-26 00:00:00	23520	AW00023520	NULL	NULL	NULL	606.62
66938	2004-03-26 00:00:00	24033	AW00024033	NULL	NULL	NULL	635.35
66939	2004-03-26 00:00:00	15623	AW00015623	NULL	NULL	NULL	2649.85
66940	2004-03-26 00:00:00	12340	AW00012340	NULL	NULL	NULL	2634.4
66941	2004-03-26 00:00:00	12342	AW00012342	NULL	NULL	NULL	2673.06
66829	2004-03-25 00:00:00	22428	AW00022428	NULL	NULL	NULL	1922.1
66830	2004-03-25 00:00:00	21964	AW00021964	NULL	NULL	NULL	114.36
66831	2004-03-25 00:00:00	21204	AW00021204	NULL	NULL	NULL	82.85
66832	2004-03-25 00:00:00	18446	AW00018446	NULL	NULL	NULL	23.75
66833	2004-03-25 00:00:00	28348	AW00028348	NULL	NULL	NULL	75.68
66834	2004-03-25 00:00:00	26756	AW00026756	NULL	NULL	NULL	87.27
66835	2004-03-25 00:00:00	26430	AW00026430	NULL	NULL	NULL	77.34
66836	2004-03-25 00:00:00	19092	AW00019092	NULL	NULL	NULL	2.53
66837	2004-03-25 00:00:00	16706	AW00016706	NULL	NULL	NULL	69.59
66838	2004-03-25 00:00:00	20879	AW00020879	NULL	NULL	NULL	2763.95
66839	2004-03-25 00:00:00	12958	AW00012958	NULL	NULL	NULL	9.93
66840	2004-03-25 00:00:00	27620	AW00027620	NULL	NULL	NULL	98.31
66841	2004-03-25 00:00:00	11827	AW00011827	NULL	NULL	NULL	211.91
