ProductID	ProductName	ProductSubcategoryID	SubcategoryName	ProductCategoryID	CategoryName
887	HL Touring Frame - Yellow, 46	16	Touring Frames	2	Components
888	HL Touring Frame - Yellow, 50	16	Touring Frames	2	Components
889	HL Touring Frame - Yellow, 54	16	Touring Frames	2	Components
885	HL Touring Frame - Yellow, 60	16	Touring Frames	2	Components
903	LL Touring Frame - Blue, 44	16	Touring Frames	2	Components
895	LL Touring Frame - Blue, 50	16	Touring Frames	2	Components
896	LL Touring Frame - Blue, 54	16	Touring Frames	2	Components
897	LL Touring Frame - Blue, 58	16	Touring Frames	2	Components
898	LL Touring Frame - Blue, 62	16	Touring Frames	2	Components
899	LL Touring Frame - Yellow, 44	16	Touring Frames	2	Components
900	LL Touring Frame - Yellow, 50	16	Touring Frames	2	Components
901	LL Touring Frame - Yellow, 54	16	Touring Frames	2	Components
902	LL Touring Frame - Yellow, 58	16	Touring Frames	2	Components
886	LL Touring Frame - Yellow, 62	16	Touring Frames	2	Components
817	HL Mountain Front Wheel	17	Wheels	2	Components
825	HL Mountain Rear Wheel	17	Wheels	2	Components
820	HL Road Front Wheel	17	Wheels	2	Components
828	HL Road Rear Wheel	17	Wheels	2	Components
815	LL Mountain Front Wheel	17	Wheels	2	Components
823	LL Mountain Rear Wheel	17	Wheels	2	Components
818	LL Road Front Wheel	17	Wheels	2	Components
826	LL Road Rear Wheel	17	Wheels	2	Components
816	ML Mountain Front Wheel	17	Wheels	2	Components
824	ML Mountain Rear Wheel	17	Wheels	2	Components
819	ML Road Front Wheel	17	Wheels	2	Components
827	ML Road Rear Wheel	17	Wheels	2	Components
821	Touring Front Wheel	17	Wheels	2	Components
829	Touring Rear Wheel	17	Wheels	2	Components
